;Portfolio;Identifier;TV;Duration_t;SpreadDuration_t;DollarRateConvexity1pc;TotalEffect;Counterparty;EquityDelta_t;FXDelta_t;NetExposure;LiquidityScore;ISIN;AssetClass;TV_before_stress;TV_after_stress;shock_rates_dec;Duration_next;shock_spreads_dec;SpreadDuration_next
0;300128;AT0000A04967;1637897.0131420977;9.449735924;9.449735924;19668.50148;12382.155395920954;;0.0;0.0;1784910.874;10.0;AT0000A04967;Bond;1637897.0131420977;1650279.1685380186;-0.0005000000000000007;9.465129105338226;-0.0003;9.458971832802936
1;300128;AT0000A0U299;864481.8509538538;19.9332251;19.9332251;59843.2381;13785.529063942262;;0.0;0.0;1040623.858;9.0;AT0000A0U299;Bond;864481.8509538538;878267.3800177961;-0.0005000000000000007;20.08068037235535;-0.0003;20.02169826341321
2;300128;AT0000A0VRQ6;947264.6417558987;13.73366337;13.73366337;26050.06297;10407.530969743335;;0.0;0.0;1074380.548;10.0;AT0000A0VRQ6;Bond;947264.6417558987;957672.1727256421;-0.0005000000000000007;13.776858121249333;-0.0003;13.7595802207496
3;300128;AT0000A1PEF7;234005.17588646186;30.0887093;30.0887093;43850.69797;5632.730969554501;;0.0;0.0;312313.9726;9.0;AT0000A1PEF7;Bond;234005.17588646186;239637.90685601637;-0.0005000000000000007;30.573004087404474;-0.0003;30.379286172442683
4;300128;AT0000A269M8;1798389.4218129336;3.770954672;3.770954672;3343.031521;5425.315993808692;;0.0;0.0;1860268.493;10.0;AT0000A269M8;Bond;1798389.4218129336;1803814.7378067423;-0.0005000000000000007;3.773139137513222;-0.0003;3.7722653513079334
5;300128;AT0000A2CQD2;2327637.959116802;4.771944434;4.771944434;6663.558489;8885.88720269964;;0.0;0.0;2429721.5;10.0;AT0000A2CQD2;Bond;2327637.959116802;2336523.8463195018;-0.0005000000000000007;4.774872699726209;-0.0003;4.773701393435725
6;300128;AT0000A2EJ08;544935.5155981586;21.81019763;21.81019763;36332.60901;9508.121032641437;;0.0;0.0;668352.526;10.0;AT0000A2EJ08;Bond;544935.5155981586;554443.6366308;-0.0005000000000000007;21.90572140171718;-0.0003;21.867511893030308
7;300128;AT0000A2HLC4;57657.05175032581;40.51501812;40.51501812;23837.36018;1868.7811971281837;;0.0;0.0;86098.9589;9.0;AT0000A2HLC4;Bond;57657.05175032581;59525.83294745399;-0.0005000000000000007;41.76145257473462;-0.0003;41.262878792840766
8;300128;AT0000A2L583;1858141.8681172498;2.32194473;2.32194473;1339.909592;10354.8065238413;;0.0;0.0;1978997.253;5.0;AT0000A2L583;Bond;1858141.8681172498;1868496.6746410911;-0.0005000000000000007;2.322854525728938;-0.0019000000000000028;2.325401953769965
9;300128;AT0000A2NW83;219077.97828963274;5.737991191;5.737991191;888.5171551;1005.6540076544021;;0.0;0.0;230715.0;10.0;AT0000A2NW83;Bond;219077.97828963274;220083.63229728714;-0.0005000000000000007;5.741807478852529;-0.0003;5.740280963711517
10;300128;AT0000A324S8;2085662.4094424376;6.941810178;6.941810178;12879.40341;11582.61803339162;;0.0;0.0;2220884.959;10.0;AT0000A324S8;Bond;2085662.4094424376;2097245.0274758292;-0.0005000000000000007;6.948591863828402;-0.0003;6.945879189497042
11;300128;BE0000320292;1846071.9574820753;11.64055724;11.64055724;35268.62212;17191.445032183165;;0.0;0.0;2052875.334;10.0;BE0000320292;Bond;1846071.9574820753;1863263.4025142584;-0.0005000000000000007;11.668329375551139;-0.0003;11.657220521330682
12;300128;BE0000333428;1995013.0183635599;7.759112333;7.759112333;15790.42644;12383.62409222421;;0.0;0.0;2140433.251;10.0;BE0000333428;Bond;1995013.0183635599;2007396.6424557841;-0.0005000000000000007;7.768585166266143;-0.0003;7.764796032959685
13;300128;BE0000336454;1910712.0661338589;11.06109484;11.06109484;30771.59639;16907.653900351183;;0.0;0.0;2113948.63;10.0;BE0000336454;Bond;1910712.0661338589;1927619.72003421;-0.0005000000000000007;11.080444827648197;-0.0003;11.072704832588919
14;300128;BE0000338476;1744706.8026976238;16.95792156;16.95792156;71959.02111;23669.28088427578;;0.0;0.0;2040784.932;10.0;BE0000338476;Bond;1744706.8026976238;1768376.0835818995;-0.0005000000000000007;17.020356964616894;-0.0003;16.995382802770138
15;300128;BE0000343526;585153.1338205077;19.79026127;19.79026127;38051.1605;9264.2667210137;;0.0;0.0;703283.0553;10.0;BE0000343526;Bond;585153.1338205077;594417.4005415214;-0.0005000000000000007;19.919572532854517;-0.0003;19.867848027712707
16;300128;BE0000346552;2079083.7006696654;7.367802949;7.367802949;14180.96909;12254.623216809443;;0.0;0.0;2222616.439;10.0;BE0000346552;Bond;2079083.7006696654;2091338.3238864748;-0.0005000000000000007;7.37476458059426;-0.0003;7.371979927956556
17;300128;BE0000353624;236172.2500047747;32.21637608;32.21637608;42847.50699;6086.891220650887;;0.0;0.0;321879.9958;10.0;BE0000353624;Bond;236172.2500047747;242259.14122542558;-0.0005000000000000007;32.60455271589419;-0.0003;32.449282061536515
18;300128;BE0000358672;195938.51905144416;17.29964049;17.29964049;9686.13191;2711.732750186402;;0.0;0.0;229828.8236;10.0;BE0000358672;Bond;195938.51905144416;198650.25180163057;-0.0005000000000000007;17.397174443969476;-0.0003;17.358160862381684
19;300128;BE0002592708;2397194.4851474683;0.541534855;0.541534855;136.7154976;3115.5944830107255;;0.0;0.0;2432274.725;4.0;BE0002592708;Bond;2397194.4851474683;2400310.079630479;-0.0005000000000000007;0.541673382292501;-0.0019000000000000028;0.5420612587115038
20;300128;BE0002963446;3216194.696973823;3.959401871;3.959401871;6969.886855;16554.46949090797;;0.0;0.0;3408968.767;7.0;BE0002963446;Bond;3216194.696973823;3232749.166464731;-0.0005000000000000007;3.9623990502995077;-0.0008;3.964197357879212
21;300128;BE6321529396;1519551.0474782253;4.78335446;4.78335446;4533.539149;8722.261536183174;;0.0;0.0;1620087.781;7.0;BE6321529396;Bond;1519551.0474782253;1528273.3090144084;-0.0005000000000000007;4.786831583826764;-0.0007;4.78822243335747
22;300128;BE6350792089;2331355.668051929;5.394732703;5.394732703;9228.68555;15092.448797716992;;0.0;0.0;2508413.918;7.0;BE6350792089;Bond;2331355.668051929;2346448.116849646;-0.0005000000000000007;5.39997366285304;-0.0007;5.402070046794257
23;300128;CDSB100003448;-1667351.182811339;4.0;0.0;0.0;-3334.7023656226816;;0.0;0.0;0.0;;CDSB100003448;CDS;-1667351.182811339;-1670685.8851769615;-0.0005000000000000007;3.992;-0.0028;0.0
24;300128;CDSO100000058;1971881.8829316013;1.515938655;-316.7005378;0.0;-1747094.3218623265;MORGAN STANLEY EUROPE SE;0.0;0.0;327605.3933;;;CDS Index Option;1971881.8829316013;224787.5610692748;-0.0005000000000000007;1.5147896199971385;-0.0028;-597.5383835998658
25;300128;CDSO100000059;-144902.32225896046;1.403379678;-350.7363444;0.0;142201.35376452332;MORGAN STANLEY EUROPE SE;0.0;0.0;-126674.4359;;;CDS Index Option;-144902.32225896046;-2700.96849443714;-0.0005000000000000007;1.4023949407396883;-0.0028;-695.1810975926112
26;300128;CSH_CAD_DB;32257.30655;0.0;0.0;0.0;0.0;;0.0;322.5730655;32257.30655;;;Cash;32257.30655;32257.30655;0.0;0.0;0.0;0.0
27;300128;CSH_DKK_DB;745.595136;0.0;0.0;0.0;0.0;;0.0;7.45595136;745.595136;;;Cash;745.595136;745.595136;0.0;0.0;0.0;0.0
28;300128;CSH_EUR_DB;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;4573221.42;;;Cash;0.0;0.0;0.0;;0.0;
29;300128;CSH_GBP_DB;309649.9854548537;0.0;0.0;0.0;1735.2070015873196;;0.0;3279.541233;327954.1233;;;Cash;309649.9854548537;311385.192456441;0.0;0.0;0.0;0.0
30;300128;CSH_JPY_DB;95.48653714190161;0.0;0.0;0.0;0.535084500529106;;0.0;1.011309706;101.1309706;;;Cash;95.48653714190161;96.02162164243072;0.0;0.0;0.0;0.0
31;300128;CSH_SEK_DB;9421.103676;0.0;0.0;0.0;0.0;;0.0;94.21103676;9421.103676;;;Cash;9421.103676;9421.103676;0.0;0.0;0.0;0.0
32;300128;CSH_USD_DB;1575091.337008526;0.0;0.0;0.0;8826.448068783162;;0.0;16681.98685;1668198.685;;;Cash;1575091.337008526;1583917.7850773092;0.0;0.0;0.0;0.0
33;300128;DE0001030708;10571787.226853987;5.255071777;5.255071777;36301.85299;44444.40055063162;;0.0;0.0;11083427.99;10.0;DE0001030708;Bond;10571787.226853987;10616231.627404619;-0.0005000000000000007;5.258433100144839;-0.0003;5.2570885708869035
34;300128;DE0001102341;3215468.263419945;15.8103206;15.8103206;116449.0169;40670.0672990357;;0.0;0.0;3719305.753;10.0;DE0001102341;Bond;3215468.263419945;3256138.3307189806;-0.0005000000000000007;15.86641377771491;-0.0003;15.843976506628946
35;300128;DE0001102416;13291589.459476095;1.840183463;1.840183463;7016.319688;19567.17049625043;;0.0;0.0;13511426.43;10.0;DE0001102416;Bond;13291589.459476095;13311156.629972344;-0.0005000000000000007;1.841129708650325;-0.0003;1.840751210390195
36;300128;DE0001102432;5954893.28151183;18.89091353;18.89091353;299232.0984;89994.6992491344;;0.0;0.0;7096182.192;10.0;DE0001102432;Bond;5954893.28151183;6044887.980760965;-0.0005000000000000007;18.963729140701222;-0.0003;18.934602896420735
37;300128;DE0001102465;7786404.023164344;3.783089855;3.783089855;14539.51188;23565.33285357139;;0.0;0.0;8054856.176;10.0;DE0001102465;Bond;7786404.023164344;7809969.3560179155;-0.0005000000000000007;3.7852704446623733;-0.0003;3.7843982087974237
38;300128;DE0001102481;966246.8746332324;24.62871896;24.62871896;76828.01795;19037.938177056203;;0.0;0.0;1218568.0;10.0;DE0001102481;Bond;966246.8746332324;985284.8128102885;-0.0005000000000000007;24.722991007913965;-0.0003;24.685282188748378
39;300128;DE0001102507;16067088.755797893;5.254762596;5.254762596;69660.79594;67542.98961646322;;0.0;0.0;21270850.14;10.0;DE0001102507;Bond;16067088.755797893;16134631.745414356;-0.0005000000000000007;5.262634432457785;-0.0003;5.259485697874672
40;300128;DE0001102515;3756300.5512647433;9.850576783;9.850576783;43806.66387;29601.381600206885;;0.0;0.0;4108707.837;10.0;DE0001102515;Bond;3756300.5512647433;3785901.93286495;-0.0005000000000000007;9.860370765773233;-0.0003;9.85645317266394
41;300128;DE0001102531;9203156.865859503;5.744383029;5.744383029;37421.11757;42293.16649077455;;0.0;0.0;9691990.308;10.0;DE0001102531;Bond;9203156.865859503;9245450.032350278;-0.0005000000000000007;5.7482146485158685;-0.0003;5.746682000709521
42;300128;DE0001102572;4327214.465654366;26.57008174;26.57008174;407161.7081;91979.55364715759;;0.0;0.0;5564159.567;10.0;DE0001102572;Bond;4327214.465654366;4419194.019301523;-0.0005000000000000007;26.687563409276258;-0.0003;26.640570741565753
43;300128;DE0001102580;8022203.901820909;6.712951395;6.712951395;43993.81696;43082.13189896252;;0.0;0.0;8523588.276;10.0;DE0001102580;Bond;8022203.901820909;8065286.033719872;-0.0005000000000000007;6.71783956842288;-0.0003;6.715884299053728
44;300128;DE0001102622;10587419.153201606;4.326985819;4.326985819;25865.33343;36649.2900285699;;0.0;0.0;11006651.23;10.0;DE0001102622;Bond;10587419.153201606;10624068.443230176;-0.0005000000000000007;4.329839542633591;-0.0003;4.328698053180155
45;300128;DE0001135085;13058583.938908104;2.947774176;2.947774176;16194.59444;30795.005208193354;;0.0;0.0;13407443.84;10.0;DE0001135085;Bond;13058583.938908104;13089378.944116298;-0.0005000000000000007;2.9496302364751883;-0.0003;2.948887812285113
46;300128;DE0001135226;6340682.418787731;7.417513387;7.417513387;47302.27296;37625.67737925885;;0.0;0.0;6780501.515;10.0;DE0001135226;Bond;6340682.418787731;6378308.09616699;-0.0005000000000000007;7.427304251321055;-0.0003;7.423387905592633
47;300128;DE0001135275;5154478.404977001;9.395062107;9.395062107;61105.73127;38741.315795159404;;0.0;0.0;5613673.288;10.0;DE0001135275;Bond;5154478.404977001;5193219.72077216;-0.0005000000000000007;9.410202919069972;-0.0003;9.404146594241983
48;300128;DE0001135325;6472730.855391079;10.62093499;10.62093499;102693.1978;54997.16289830062;;0.0;0.0;7129657.491;10.0;DE0001135325;Bond;6472730.855391079;6527728.018289379;-0.0005000000000000007;10.643860426721288;-0.0003;10.634690252032772
49;300128;DE0001141869;14072103.670482345;2.454125032;2.454125032;12210.54302;27627.761496503863;;0.0;0.0;14383797.92;10.0;DE0001141869;Bond;14072103.670482345;14099731.43197885;-0.0005000000000000007;2.4554522306456787;-0.0003;2.4549213511874073
50;300128;DE000A4DE982;1889064.7107771973;4.767222132;4.767222132;6387.203103;21613.41863519339;;0.0;0.0;2160170.356;5.0;DE000A4DE982;Bond;1889064.7107771973;1910678.1294123908;-0.0005000000000000007;4.772764657281537;-0.0019000000000000028;4.788283728069842
51;300128;DE000BU2F009;3386889.253524351;12.56044035;12.56044035;74030.52366;34032.65635275893;;0.0;0.0;3799184.663;10.0;DE000BU2F009;Bond;3386889.253524351;3420921.90987711;-0.0005000000000000007;12.590847869052634;-0.0003;12.578684861431581
52;300128;DE000BU3Z005;5995597.8325973265;7.087781504;7.087781504;38182.52982;33996.38993864467;;0.0;0.0;6392246.918;10.0;DE000BU3Z005;Bond;5995597.8325973265;6029594.222535972;-0.0005000000000000007;7.094505317928885;-0.0003;7.091815792357331
53;300128;DE000CZ439B6;1528308.4234685581;2.755198333;2.755198333;1665.842271;5474.030666845561;;0.0;0.0;1591294.521;6.0;DE000CZ439B6;Bond;1528308.4234685581;1533782.4541354037;-0.0005000000000000007;2.756852728563187;-0.0008;2.7578453659010993
54;300128;DE000CZ45YV9;4497144.109610141;5.311327174;5.311327174;17447.14492;31051.544829196304;;0.0;0.0;4866069.671;7.0;DE000CZ45YV9;Bond;4497144.109610141;4528195.654439338;-0.0005000000000000007;5.31662010321203;-0.0008;5.319795860739248
55;300128;DE000DL19VZ9;2583681.5982603226;2.216843874;2.216843874;2003.538841;13746.28493632784;;0.0;0.0;2747356.164;6.0;DE000DL19VZ9;Bond;2583681.5982603226;2597427.8831966505;-0.0005000000000000007;2.2182639700240627;-0.0019000000000000028;2.222240238891439
