;Portfolio;Identifier;TV;Duration_t;SpreadDuration_t;DollarRateConvexity1pc;TotalEffect;Counterparty;EquityDelta_t;FXDelta_t;NetExposure;LiquidityScore;ISIN;AssetClass;TV_before_stress;TV_after_stress;shock_rates_dec;Duration_next;shock_spreads_dec;SpreadDuration_next
44;300128;DE0001102622;10811740.488680001;4.326985819;4.326985819;25865.33343;-187128.99109290596;;0.0;0.0;11006651.23;10.0;DE0001102622;Bond;10811740.488680001;10624611.497587096;0.0025;4.313984394376653;0.0015;4.319184964225991
45;300128;DE0001135085;13245872.4562;2.947774176;2.947774176;16194.59444;-156183.3630599042;;0.0;0.0;13407443.84;10.0;DE0001135085;Bond;13245872.4562;13089689.093140095;0.0025;2.9389322474166417;0.0015;2.942469018849985
46;300128;DE0001135226;6574329.489399999;7.417513387;7.417513387;47302.27296;-195060.7079926935;;0.0;0.0;6780501.515;10.0;DE0001135226;Bond;6574329.489399999;6379268.781407306;0.0025;7.3751872545114745;0.0015;7.392117707506885
47;300128;DE0001135275;5397309.004679999;9.395062107;9.395062107;61105.73127;-202832.21323855576;;0.0;0.0;5613673.288;10.0;DE0001135275;Bond;5397309.004679999;5194476.791441443;0.0025;9.332692135957894;0.0015;9.357640124374736
48;300128;DE0001135325;6819466.0136;10.62093499;10.62093499;102693.1978;-289716.42078784027;;0.0;0.0;7129657.491;10.0;DE0001135325;Bond;6819466.0136;6529749.59281216;0.0025;10.526474822662355;0.0015;10.564258889597413
49;300128;DE0001141869;14239747.37748;2.454125032;2.454125032;12210.54302;-139784.4819537201;;0.0;0.0;14383797.92;10.0;DE0001141869;Bond;14239747.37748;14099962.89552628;0.0025;2.4477444270330304;0.0015;2.450296669019818
50;300128;DE000A4DE982;2027755.7928400002;4.767222132;4.767222132;6387.203103;-116001.14752701668;;0.0;0.0;2160170.356;5.0;DE000A4DE982;Bond;2027755.7928400002;1911754.6453129835;0.0025;4.745290955745367;0.0095;4.683883662232395
51;300128;DE000BU2F009;3603449.86992;12.56044035;12.56044035;74030.52366;-181043.66858138167;;0.0;0.0;3799184.663;10.0;DE000BU2F009;Bond;3603449.86992;3422406.201338618;0.0025;12.44124333546417;0.0015;12.488922141278502
52;300128;DE000BU3Z005;6206381.08912;7.087781504;7.087781504;38182.52982;-175957.89236096042;;0.0;0.0;6392246.918;10.0;DE000BU3Z005;Bond;6206381.08912;6030423.19675904;0.0025;7.059569602630026;0.0015;7.070854363178015
53;300128;DE000CZ439B6;1561837.0126989998;2.755198333;2.755198333;1665.842271;-27970.609769738898;;0.0;0.0;1591294.521;6.0;DE000CZ439B6;Bond;1561837.0126989998;1533866.4029292609;0.0025;2.7475113371122144;0.004;2.7428991395795435
