;Identifier;Portfolio;AssetClass;AssetID;Nominal;TVPercent;TV;Duration;SpreadDuration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;EquityDelta;FXDelta;InflationDelta1bp;Counterparty;NetExposure;LiquidityScore;ISIN;Market;Variable;Type;Unit;T0;Day 10;shock_std;Comment;Effect;Method
2401;FR0128866516;300208;Bond;NEUCP BANSOF 211024 211025 ESTRON 0.28;30000000.0;0.536093073;30267091.02643447;0.024920012;0.5536988;-856.8814991;-75.42562715838392;-1675.8851980827537;0.0;0.0;0.0;;30419914.23;8.0;FR0128866516;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;377.12813579192004;RateDelta1bp × shock_bps
2402;FR0128866516;300208;Bond;NEUCP BANSOF 211024 211025 ESTRON 0.28;30000000.0;0.536093073;30267091.02643447;0.024920012;0.5536988;-856.8814991;-75.42562715838392;-1675.8851980827537;0.0;0.0;0.0;;30419914.23;8.0;FR0128866516;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;13407.08158466203;SpreadDelta1bp × shock_bps
2403;FR0128866896;300208;Bond;NEUCP CREAGL 301024 301025 ESTRON 0.29;20000000.0;0.357115099;20157776.13784788;0.025777949;0.578146491;-623.1505978;-51.96261252348597;-1165.4147540460287;0.0;0.0;0.0;;20264038.53;8.0;FR0128866896;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;259.8130626174302;RateDelta1bp × shock_bps
2404;FR0128866896;300208;Bond;NEUCP CREAGL 301024 301025 ESTRON 0.29;20000000.0;0.357115099;20157776.13784788;0.025777949;0.578146491;-623.1505978;-51.96261252348597;-1165.4147540460287;0.0;0.0;0.0;;20264038.53;8.0;FR0128866896;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;9323.31803236823;SpreadDelta1bp × shock_bps
2405;FR0128866938;300208;Bond;NEUCP CRCANE 131124 131125 ESTRON 0.28;17000000.0;0.30310585;17103289.85230628;0.026972892;0.616138367;-602.1498944;-46.13251900309532;-1053.7993079927662;0.0;0.0;0.0;;17199352.94;8.0;FR0128866938;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;230.66259501547688;RateDelta1bp × shock_bps
2406;FR0128866938;300208;Bond;NEUCP CRCANE 131124 131125 ESTRON 0.28;17000000.0;0.30310585;17103289.85230628;0.026972892;0.616138367;-602.1498944;-46.13251900309532;-1053.7993079927662;0.0;0.0;0.0;;17199352.94;8.0;FR0128866938;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;8430.39446394213;SpreadDelta1bp × shock_bps
2407;FR0128867167;300208;Bond;NEUCP CREAGL 080125 080725 ESTRON 0.24;30000000.0;0.532230797;30127473.959954545;0.009871681;0.268492376;-201.634176;-29.740881226847804;-808.8997066386324;0.0;0.0;0.0;;30200754.33;8.0;FR0128867167;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;148.7044061342392;RateDelta1bp × shock_bps
2408;FR0128867167;300208;Bond;NEUCP CREAGL 080125 080725 ESTRON 0.24;30000000.0;0.532230797;30127473.959954545;0.009871681;0.268492376;-201.634176;-29.740881226847804;-808.8997066386324;0.0;0.0;0.0;;30200754.33;8.0;FR0128867167;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;6471.1976531090595;SpreadDelta1bp × shock_bps
2409;FR0128867266;300208;Bond;NEUCP CRCAAV 150125 150725 ESTRON 0.23;30000000.0;0.531885437;30102787.622308232;0.010324075;0.28749763;-231.7887215;-31.07834371217819;-865.4480097806951;0.0;0.0;0.0;;30181157.3;8.0;FR0128867266;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;155.39171856089115;RateDelta1bp × shock_bps
2410;FR0128867266;300208;Bond;NEUCP CRCAAV 150125 150725 ESTRON 0.23;30000000.0;0.531885437;30102787.622308232;0.010324075;0.28749763;-231.7887215;-31.07834371217819;-865.4480097806951;0.0;0.0;0.0;;30181157.3;8.0;FR0128867266;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;6923.584078245561;SpreadDelta1bp × shock_bps
2411;FR0128867399;300208;Bond;NEUCP CREAGL 200125 040825 ESTRON 0.245;20000000.0;0.354470758;20052030.05836021;0.011163653;0.341802487;-220.5204908;-22.38539055171032;-685.3833743346274;0.0;0.0;0.0;;20113988.77;8.0;FR0128867399;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;111.92695275855174;RateDelta1bp × shock_bps
2412;FR0128867399;300208;Bond;NEUCP CREAGL 200125 040825 ESTRON 0.245;20000000.0;0.354470758;20052030.05836021;0.011163653;0.341802487;-220.5204908;-22.38539055171032;-685.3833743346274;0.0;0.0;0.0;;20113988.77;8.0;FR0128867399;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;5483.0669946770195;SpreadDelta1bp × shock_bps
2413;FR0128902089;300208;Bond;NEUCP BFCM 041124 041125 ESTRON 0.33;20000000.0;0.357213462;20160794.174920604;0.026450796;0.592079146;-652.8901864;-53.32690539188131;-1193.6785797768766;0.0;0.0;0.0;;20269619.99;8.0;FR0128902089;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;266.6345269594069;RateDelta1bp × shock_bps
2414;FR0128902089;300208;Bond;NEUCP BFCM 041124 041125 ESTRON 0.33;20000000.0;0.357213462;20160794.174920604;0.026450796;0.592079146;-652.8901864;-53.32690539188131;-1193.6785797768766;0.0;0.0;0.0;;20269619.99;8.0;FR0128902089;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;9549.428638215013;SpreadDelta1bp × shock_bps
2415;FR0128902923;300208;Bond;BSTLAF Float 11/28/25;30000000.0;0.541177404;30523937.99907746;0.031055147;0.665441053;-1213.268686;-94.79253815802365;-2031.1881443812822;0.0;0.0;0.0;;30708418.07;;FR0128902923;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;473.9626907901188;RateDelta1bp × shock_bps
2416;FR0128902923;300208;Bond;BSTLAF Float 11/28/25;30000000.0;0.541177404;30523937.99907746;0.031055147;0.665441053;-1213.268686;-94.79253815802365;-2031.1881443812822;0.0;0.0;0.0;;30708418.07;;FR0128902923;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;16249.505155050258;SpreadDelta1bp × shock_bps
2417;FR0128913656;300208;Bond;NEUCP VEOLIA 20250127 20260127 2.54;30000000.0;0.518554413;29105872.03753808;0.819747902;0.819747902;4334.348147;-2385.947753865231;-2385.947753865231;0.0;0.0;0.0;;29424705.45;8.0;FR0128913656;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;11929.73876932617;RateDelta1bp × shock_bps
2418;FR0128913656;300208;Bond;NEUCP VEOLIA 20250127 20260127 2.54;30000000.0;0.518554413;29105872.03753808;0.819747902;0.819747902;4334.348147;-2385.947753865231;-2385.947753865231;0.0;0.0;0.0;;29424705.45;8.0;FR0128913656;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;16701.634277056615;SpreadDelta1bp × shock_bps
2419;FR0128913979;300208;Bond;NEUCP VEOLIA 160125 160126 ESTRON 0.315;30000000.0;0.531950468;29995359.70109544;0.03251917;0.790164136;-1749.713174;-97.54242013310719;-2370.1257482225296;0.0;0.0;0.0;;30184847.4;8.0;FR0128913979;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;487.7121006655365;RateDelta1bp × shock_bps
2420;FR0128913979;300208;Bond;NEUCP VEOLIA 160125 160126 ESTRON 0.315;30000000.0;0.531950468;29995359.70109544;0.03251917;0.790164136;-1749.713174;-97.54242013310719;-2370.1257482225296;0.0;0.0;0.0;;30184847.4;8.0;FR0128913979;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;16590.880237557707;SpreadDelta1bp × shock_bps
2421;FR0128914183;300208;Bond;NEUCP PLAOMN 20250113 20250414 3.06;7000000.0;0.123225954;6982643.244595447;0.037803547;0.037803547;26.69492405;-26.396868208129646;-26.396868208129646;0.0;0.0;0.0;;6992298.812;8.0;FR0128914183;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;131.9843410406484;RateDelta1bp × shock_bps
2422;FR0128914183;300208;Bond;NEUCP PLAOMN 20250113 20250414 3.06;7000000.0;0.123225954;6982643.244595447;0.037803547;0.037803547;26.69492405;-26.396868208129646;-26.396868208129646;0.0;0.0;0.0;;6992298.812;8.0;FR0128914183;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;739.11230982763;SpreadDelta1bp × shock_bps
2423;FR0128917590;300208;Bond;NEUCP CFCMOC 081124 071125 ESTRON 0.33;20000000.0;0.357076208;20151569.657011606;0.02666945;0.600219821;-671.2067346;-53.74312793891882;-1209.5371532400538;0.0;0.0;0.0;;20261831.69;8.0;FR0128917590;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;268.7156396945944;RateDelta1bp × shock_bps
2424;FR0128917590;300208;Bond;NEUCP CFCMOC 081124 071125 ESTRON 0.33;20000000.0;0.357076208;20151569.657011606;0.02666945;0.600219821;-671.2067346;-53.74312793891882;-1209.5371532400538;0.0;0.0;0.0;;20261831.69;8.0;FR0128917590;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;9676.29722592043;SpreadDelta1bp × shock_bps
2425;FR0128918275;300208;Bond;NEUCP BPCE 131124 131125 ESTRON 0.29;25000000.0;0.445870055;25158985.47832259;0.02703084;0.616319731;-885.5838285;-68.00685110268616;-1550.5979162232688;0.0;0.0;0.0;;25300324.71;8.0;FR0128918275;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;340.0342555134312;RateDelta1bp × shock_bps
2426;FR0128918275;300208;Bond;NEUCP BPCE 131124 131125 ESTRON 0.29;25000000.0;0.445870055;25158985.47832259;0.02703084;0.616319731;-885.5838285;-68.00685110268616;-1550.5979162232688;0.0;0.0;0.0;;25300324.71;8.0;FR0128918275;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;12404.78332978615;SpreadDelta1bp × shock_bps
2427;FR0128957471;300208;Bond;NEUCP MSQTRE 20250206 20250407 2.89;15500000.0;0.273021025;15488331.976485496;0.018949317;0.018949317;29.16547781;-29.349331242366024;-29.349331242366024;0.0;0.0;0.0;;15492228.07;8.0;FR0128957471;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;146.7466562118303;RateDelta1bp × shock_bps
2428;FR0128957471;300208;Bond;NEUCP MSQTRE 20250206 20250407 2.89;15500000.0;0.273021025;15488331.976485496;0.018949317;0.018949317;29.16547781;-29.349331242366024;-29.349331242366024;0.0;0.0;0.0;;15492228.07;8.0;FR0128957471;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;205.44531869656217;SpreadDelta1bp × shock_bps
2429;FR0128957760;300208;Bond;NEUCP MSQTRE 100225 100425;22000000.0;0.387430457;21976346.62590615;0.027070527;0.027070527;59.60832494;-59.49112846979514;-59.49112846979514;0.0;0.0;0.0;;21984244.63;8.0;FR0128957760;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;297.4556423489761;RateDelta1bp × shock_bps
2430;FR0128957760;300208;Bond;NEUCP MSQTRE 100225 100425;22000000.0;0.387430457;21976346.62590615;0.027070527;0.027070527;59.60832494;-59.49112846979514;-59.49112846979514;0.0;0.0;0.0;;21984244.63;8.0;FR0128957760;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;416.437899288566;SpreadDelta1bp × shock_bps
2431;FR0128957786;300208;Bond;NEUCP RENAUL 20250113 20250513 2.95;15000000.0;0.263523954;14889879.085885243;0.116368492;0.116368492;189.7777435;-173.27127752868043;-173.27127752868043;0.0;0.0;0.0;;14953328.97;8.0;FR0128957786;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;866.3563876434032;RateDelta1bp × shock_bps
2432;FR0128957786;300208;Bond;NEUCP RENAUL 20250113 20250513 2.95;15000000.0;0.263523954;14889879.085885243;0.116368492;0.116368492;189.7777435;-173.27127752868043;-173.27127752868043;0.0;0.0;0.0;;14953328.97;8.0;FR0128957786;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;4851.595770803052;SpreadDelta1bp × shock_bps
2433;FR0128957893;300208;Bond;NEUCP VALEO 20250113 20250414 2.95;10000000.0;0.176042079;9975482.590549624;0.037831176;0.037831176;38.1924492;-37.73842375680188;-37.73842375680188;0.0;0.0;0.0;;9989282.111;8.0;FR0128957893;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;188.69211878400964;RateDelta1bp × shock_bps
2434;FR0128957893;300208;Bond;NEUCP VALEO 20250113 20250414 2.95;10000000.0;0.176042079;9975482.590549624;0.037831176;0.037831176;38.1924492;-37.73842375680188;-37.73842375680188;0.0;0.0;0.0;;9989282.111;8.0;FR0128957893;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;1056.6758651904527;SpreadDelta1bp × shock_bps
2435;FR0128957950;300208;Bond;NEUCP VRLAFP 20250113 20250414 2.83;10000000.0;0.176057141;9984692.473527681;0.037914497;0.037914497;38.3641563;-37.856459283348784;-37.856459283348784;0.0;0.0;0.0;;9990136.8;8.0;FR0128957950;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;189.28229641674415;RateDelta1bp × shock_bps
2436;FR0128957950;300208;Bond;NEUCP VRLAFP 20250113 20250414 2.83;10000000.0;0.176057141;9984692.473527681;0.037914497;0.037914497;38.3641563;-37.856459283348784;-37.856459283348784;0.0;0.0;0.0;;9990136.8;8.0;FR0128957950;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;302.85167426679027;SpreadDelta1bp × shock_bps
2437;FR0128958578;300208;Bond;NEUCP ACOSS 270125 280725 ESTRON 0.21;30000000.0;0.531464814;30112547.523824383;0.01031069;0.323099114;-295.0591771;-31.048114262842084;-972.9337425230553;0.0;0.0;0.0;;30157289.58;8.0;FR0128958578;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;155.24057131421063;RateDelta1bp × shock_bps
2438;FR0128958578;300208;Bond;NEUCP ACOSS 270125 280725 ESTRON 0.21;30000000.0;0.531464814;30112547.523824383;0.01031069;0.323099114;-295.0591771;-31.048114262842084;-972.9337425230553;0.0;0.0;0.0;;30157289.58;8.0;FR0128958578;Gov Spreads;Medium risk countries;absolute;bps;0.0;-4.0;-0.0004;Spread vs. swap rate;3891.7349700922214;SpreadDelta1bp × shock_bps
2439;FR0128958859;300208;Bond;NEUCP ITMENT 20250331 20250430 2.66;4000000.0;0.070335961;3986825.23566063;0.081141198;0.081141198;34.16027905;-32.34957758381358;-32.34957758381358;0.0;0.0;0.0;;3991123.926;8.0;FR0128958859;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;161.7478879190681;RateDelta1bp × shock_bps
2440;FR0128958859;300208;Bond;NEUCP ITMENT 20250331 20250430 2.66;4000000.0;0.070335961;3986825.23566063;0.081141198;0.081141198;34.16027905;-32.34957758381358;-32.34957758381358;0.0;0.0;0.0;;3991123.926;8.0;FR0128958859;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;226.44704308669503;SpreadDelta1bp × shock_bps
2441;FR0128959097;300208;Bond;NEUCP VALEO 20250205 20250505 2.79;12000000.0;0.210926706;11927435.730876993;0.094650579;0.094650579;121.0110412;-112.89386979127954;-112.89386979127954;0.0;0.0;0.0;;11968765.52;8.0;FR0128959097;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;564.4693489563984;RateDelta1bp × shock_bps
2442;FR0128959097;300208;Bond;NEUCP VALEO 20250205 20250505 2.79;12000000.0;0.210926706;11927435.730876993;0.094650579;0.094650579;121.0110412;-112.89386979127954;-112.89386979127954;0.0;0.0;0.0;;11968765.52;8.0;FR0128959097;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;3161.0283541558274;SpreadDelta1bp × shock_bps
2443;FR0128961622;300208;Bond;NEUCP PSABFR 271224 270625 ESTRON 0.28;20000000.0;0.355182044;20110852.990629707;0.009191924;0.238430963;-105.64154;-18.4857432265041;-479.5050045307271;0.0;0.0;0.0;;20154349.78;8.0;FR0128961622;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;92.4287161325206;RateDelta1bp × shock_bps
2444;FR0128961622;300208;Bond;NEUCP PSABFR 271224 270625 ESTRON 0.28;20000000.0;0.355182044;20110852.990629707;0.009191924;0.238430963;-105.64154;-18.4857432265041;-479.5050045307271;0.0;0.0;0.0;;20154349.78;8.0;FR0128961622;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;3836.0400362458167;SpreadDelta1bp × shock_bps
2445;FR0128962307;300208;Bond;NEUCP BANSOF 020124 020725 ESTRON 0.24;25000000.0;0.460869577;26090486.83678562;0.01852388;0.252428315;-141.6657902;-48.32970473061964;-658.5977629739474;0.0;0.0;0.0;;26151453.38;8.0;FR0128962307;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;241.6485236530985;RateDelta1bp × shock_bps
2446;FR0128962307;300208;Bond;NEUCP BANSOF 020124 020725 ESTRON 0.24;25000000.0;0.460869577;26090486.83678562;0.01852388;0.252428315;-141.6657902;-48.32970473061964;-658.5977629739474;0.0;0.0;0.0;;26151453.38;8.0;FR0128962307;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;5268.782103791579;SpreadDelta1bp × shock_bps
2447;FR0128963453;300208;Bond;NEUCP VALEO 060125 080425;25000000.0;0.440307494;24964958.598015323;0.021617779;0.021617779;53.70981437;-53.96869577160451;-53.96869577160451;0.0;0.0;0.0;;24984684.31;8.0;FR0128963453;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;269.8434788580229;RateDelta1bp × shock_bps
2448;FR0128963453;300208;Bond;NEUCP VALEO 060125 080425;25000000.0;0.440307494;24964958.598015323;0.021617779;0.021617779;53.70981437;-53.96869577160451;-53.96869577160451;0.0;0.0;0.0;;24984684.31;8.0;FR0128963453;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;1511.1234816049262;SpreadDelta1bp × shock_bps
2449;FR0128984541;300208;Bond;NEUCP BPCE 090125 010825 ESTRON 0.23;30000000.0;0.532193499;30107622.8510019;0.012061202;0.333746862;-313.0954163;-36.31341209457498;-1004.8324648801376;0.0;0.0;0.0;;30198637.88;8.0;FR0128984541;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;181.5670604728751;RateDelta1bp × shock_bps
2450;FR0128984541;300208;Bond;NEUCP BPCE 090125 010825 ESTRON 0.23;30000000.0;0.532193499;30107622.8510019;0.012061202;0.333746862;-313.0954163;-36.31341209457498;-1004.8324648801376;0.0;0.0;0.0;;30198637.88;8.0;FR0128984541;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;8038.659719041101;SpreadDelta1bp × shock_bps
2451;FR0128985233;300208;Bond;NEUCP RENAUL 20250110 20250512 2.92;37000000.0;0.65007115;36734571.33343232;0.113659679;0.113659679;456.108632;-417.5239585960519;-417.5239585960519;0.0;0.0;0.0;;36887454.06;8.0;FR0128985233;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;2087.619792980262;RateDelta1bp × shock_bps
2452;FR0128985233;300208;Bond;NEUCP RENAUL 20250110 20250512 2.92;37000000.0;0.65007115;36734571.33343232;0.113659679;0.113659679;456.108632;-417.5239585960519;-417.5239585960519;0.0;0.0;0.0;;36887454.06;8.0;FR0128985233;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;11690.670840689454;SpreadDelta1bp × shock_bps
2453;FR0128985589;300208;Bond;NEUCP FAUREC 100125 120525 ESTRON 0.59;15000000.0;0.266247822;15054408.702799926;0.005122161;0.113346145;-17.19024922;-7.711110513554237;-170.63591917168222;0.0;0.0;0.0;;15107891.39;8.0;FR0128985589;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;38.55555256777123;RateDelta1bp × shock_bps
2454;FR0128985589;300208;Bond;NEUCP FAUREC 100125 120525 ESTRON 0.59;15000000.0;0.266247822;15054408.702799926;0.005122161;0.113346145;-17.19024922;-7.711110513554237;-170.63591917168222;0.0;0.0;0.0;;15107891.39;8.0;FR0128985589;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;4777.805736807102;SpreadDelta1bp × shock_bps
2455;FR0128985969;300208;Bond;NEUCP FAUREC 130125 140425 ESTRON 0.55;15000000.0;0.266154016;15084595.973404933;0.003405213;0.037778861;-1.548761119;-5.136626230838613;-56.98788545204246;0.0;0.0;0.0;;15102568.45;8.0;FR0128985969;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;25.683131154193095;RateDelta1bp × shock_bps
2456;FR0128985969;300208;Bond;NEUCP FAUREC 130125 140425 ESTRON 0.55;15000000.0;0.266154016;15084595.973404933;0.003405213;0.037778861;-1.548761119;-5.136626230838613;-56.98788545204246;0.0;0.0;0.0;;15102568.45;8.0;FR0128985969;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;1595.660792657189;SpreadDelta1bp × shock_bps
2457;FR0129012318;300208;Bond;NEUCP ILIAD 20250218 20250422 3.05;11000000.0;0.193515412;10956964.993158683;0.059387451;0.059387451;67.24552915;-65.07062216399267;-65.07062216399267;0.0;0.0;0.0;;10980784.02;8.0;FR0129012318;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;325.3531108199637;RateDelta1bp × shock_bps
2458;FR0129012318;300208;Bond;NEUCP ILIAD 20250218 20250422 3.05;11000000.0;0.193515412;10956964.993158683;0.059387451;0.059387451;67.24552915;-65.07062216399267;-65.07062216399267;0.0;0.0;0.0;;10980784.02;8.0;FR0129012318;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;1821.9774205917947;SpreadDelta1bp × shock_bps
2459;FR0129012383;300208;Bond;NEUCP BFCM 220125 220126 ESTRON 0.32;25000000.0;0.443120651;24960910.133408204;0.033039099;0.80656915;-1519.081083;-82.46859810277769;-2013.270006952944;0.0;0.0;0.0;;25144313.3;8.0;FR0129012383;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;412.342990513889;RateDelta1bp × shock_bps
2460;FR0129012383;300208;Bond;NEUCP BFCM 220125 220126 ESTRON 0.32;25000000.0;0.443120651;24960910.133408204;0.033039099;0.80656915;-1519.081083;-82.46859810277769;-2013.270006952944;0.0;0.0;0.0;;25144313.3;8.0;FR0129012383;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;16106.160055623552;SpreadDelta1bp × shock_bps
2461;FR0129012847;300208;Bond;NEUCP BPCE 230125 010825 ESTRON 0.22;35000000.0;0.620115151;35081667.77922594;0.011657251;0.333736904;-365.7716352;-40.89558068010494;-1170.804719179542;0.0;0.0;0.0;;35187639.32;8.0;FR0129012847;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;204.47790340052495;RateDelta1bp × shock_bps
2462;FR0129012847;300208;Bond;NEUCP BPCE 230125 010825 ESTRON 0.22;35000000.0;0.620115151;35081667.77922594;0.011657251;0.333736904;-365.7716352;-40.89558068010494;-1170.804719179542;0.0;0.0;0.0;;35187639.32;8.0;FR0129012847;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;9366.437753436336;SpreadDelta1bp × shock_bps
2463;FR0129014009;300208;Bond;NEUCP FAUREC 270125 280425 ESTRON 0.57;5000000.0;0.088601376;5015685.990152404;0.004107729;0.075533703;-2.400923904;-2.0603078796642746;-37.885333592143255;0.0;0.0;0.0;;5027571.482;8.0;FR0129014009;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;10.301539398321387;RateDelta1bp × shock_bps
2464;FR0129014009;300208;Bond;NEUCP FAUREC 270125 280425 ESTRON 0.57;5000000.0;0.088601376;5015685.990152404;0.004107729;0.075533703;-2.400923904;-2.0603078796642746;-37.885333592143255;0.0;0.0;0.0;;5027571.482;8.0;FR0129014009;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;1060.7893405800112;SpreadDelta1bp × shock_bps
2465;FR0129014868;300208;Bond;NEUCP CRCAMN 270325 270326 ESTRON 0.33;20000000.0;0.352466214;19823235.962789305;0.038349812;0.979966268;-1794.603399;-76.02173724046088;-1942.6102566138022;0.0;0.0;0.0;;20000243.48;8.0;FR0129014868;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;380.10868620230485;RateDelta1bp × shock_bps
2466;FR0129014868;300208;Bond;NEUCP CRCAMN 270325 270326 ESTRON 0.33;20000000.0;0.352466214;19823235.962789305;0.038349812;0.979966268;-1794.603399;-76.02173724046088;-1942.6102566138022;0.0;0.0;0.0;;20000243.48;8.0;FR0129014868;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;15540.882052910418;SpreadDelta1bp × shock_bps
2467;FR0129025203;300208;Bond;NEUCP ELISSA 20250221 20250623 2.66;15000000.0;0.262807867;14867705.086823527;0.227568441;0.227568441;408.2102323;-338.34204678561997;-338.34204678561997;0.0;0.0;0.0;;14912695.52;8.0;FR0129025203;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;1691.710233928102;RateDelta1bp × shock_bps
