;Identifier;Portfolio;AssetClass;AssetID;Nominal;TVPercent;TV;Duration;SpreadDuration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;EquityDelta;FXDelta;InflationDelta1bp;Counterparty;NetExposure;LiquidityScore;ISIN;Market;Variable;Type;Unit;T0;Day 10;shock_std;Comment;Effect;Method
10;AT0000A2CQD2;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2030);2747000.0;0.367818241;2327637.959116802;4.771944434;4.771944434;6663.558489;-1110.7359003374543;-1110.7359003374543;0.0;0.0;0.0;;2429721.5;10.0;AT0000A2CQD2;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;5553.679501687278;RateDelta1bp × shock_bps
11;AT0000A2CQD2;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2030);2747000.0;0.367818241;2327637.959116802;4.771944434;4.771944434;6663.558489;-1110.7359003374543;-1110.7359003374543;0.0;0.0;0.0;;2429721.5;10.0;AT0000A2CQD2;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;3332.207701012362;SpreadDelta1bp × shock_bps
12;AT0000A2EJ08;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.750, 20-Mar-2051);1242000.0;0.101177131;544935.5155981586;21.81019763;21.81019763;36332.60901;-1188.5151290801787;-1188.5151290801787;0.0;0.0;0.0;;668352.526;10.0;AT0000A2EJ08;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;5942.575645400901;RateDelta1bp × shock_bps
13;AT0000A2EJ08;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.750, 20-Mar-2051);1242000.0;0.101177131;544935.5155981586;21.81019763;21.81019763;36332.60901;-1188.5151290801787;-1188.5151290801787;0.0;0.0;0.0;;668352.526;10.0;AT0000A2EJ08;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;3565.5453872405355;SpreadDelta1bp × shock_bps
14;AT0000A2HLC4;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.850, 30-Jun-2120);242000.0;0.013033908;57657.05175032581;40.51501812;40.51501812;23837.36018;-233.5976496410228;-233.5976496410228;0.0;0.0;0.0;;86098.9589;9.0;AT0000A2HLC4;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;1167.9882482051155;RateDelta1bp × shock_bps
15;AT0000A2HLC4;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.850, 30-Jun-2120);242000.0;0.013033908;57657.05175032581;40.51501812;40.51501812;23837.36018;-233.5976496410228;-233.5976496410228;0.0;0.0;0.0;;86098.9589;9.0;AT0000A2HLC4;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;700.7929489230683;SpreadDelta1bp × shock_bps
16;AT0000A2L583;300128;Bond;ERSTE GROUP BANK AG (EUR 4.250, Perpetual);2000000.0;0.299586306;1858141.8681172498;2.32194473;2.32194473;1339.909592;-431.4502718267202;-431.4502718267202;0.0;0.0;0.0;;1978997.253;5.0;AT0000A2L583;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;2157.2513591336037;RateDelta1bp × shock_bps
17;AT0000A2L583;300128;Bond;ERSTE GROUP BANK AG (EUR 4.250, Perpetual);2000000.0;0.299586306;1858141.8681172498;2.32194473;2.32194473;1339.909592;-431.4502718267202;-431.4502718267202;0.0;0.0;0.0;;1978997.253;5.0;AT0000A2L583;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0.0;-19.00000000000003;-0.0019000000000000028;Spread vs. swap rate;8197.555164707695;SpreadDelta1bp × shock_bps
18;AT0000A2NW83;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2031);270000.0;0.034926301;219077.97828963274;5.737991191;5.737991191;888.5171551;-125.70675095680018;-125.70675095680018;0.0;0.0;0.0;;230715.0;10.0;AT0000A2NW83;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;628.5337547840016;RateDelta1bp × shock_bps
19;AT0000A2NW83;300128;Bond;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2031);270000.0;0.034926301;219077.97828963274;5.737991191;5.737991191;888.5171551;-125.70675095680018;-125.70675095680018;0.0;0.0;0.0;;230715.0;10.0;AT0000A2NW83;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;377.12025287040046;SpreadDelta1bp × shock_bps
20;AT0000A324S8;300128;Bond;REPUBLIC OF AUSTRIA (EUR 2.900, 20-Feb-2033);2220000.0;0.336203964;2085662.4094424376;6.941810178;6.941810178;12879.40341;-1447.8272541739516;-1447.8272541739516;0.0;0.0;0.0;;2220884.959;10.0;AT0000A324S8;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;7239.136270869767;RateDelta1bp × shock_bps
21;AT0000A324S8;300128;Bond;REPUBLIC OF AUSTRIA (EUR 2.900, 20-Feb-2033);2220000.0;0.336203964;2085662.4094424376;6.941810178;6.941810178;12879.40341;-1447.8272541739516;-1447.8272541739516;0.0;0.0;0.0;;2220884.959;10.0;AT0000A324S8;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;4343.481762521854;SpreadDelta1bp × shock_bps
22;BE0000320292;300128;Bond;KINGDOM OF BELGIUM (EUR 4.250, 28-Mar-2041);1921000.0;0.310770183;1846071.9574820753;11.64055724;11.64055724;35268.62212;-2148.930629022894;-2148.930629022894;0.0;0.0;0.0;;2052875.334;10.0;BE0000320292;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;10744.653145114484;RateDelta1bp × shock_bps
23;BE0000320292;300128;Bond;KINGDOM OF BELGIUM (EUR 4.250, 28-Mar-2041);1921000.0;0.310770183;1846071.9574820753;11.64055724;11.64055724;35268.62212;-2148.930629022894;-2148.930629022894;0.0;0.0;0.0;;2052875.334;10.0;BE0000320292;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;6446.791887068682;SpreadDelta1bp × shock_bps
24;BE0000333428;300128;Bond;KINGDOM OF BELGIUM (EUR 3.000, 22-Jun-2034);2117400.0;0.324024953;1995013.0183635599;7.759112333;7.759112333;15790.42644;-1547.9530115280252;-1547.9530115280252;0.0;0.0;0.0;;2140433.251;10.0;BE0000333428;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;7739.765057640136;RateDelta1bp × shock_bps
25;BE0000333428;300128;Bond;KINGDOM OF BELGIUM (EUR 3.000, 22-Jun-2034);2117400.0;0.324024953;1995013.0183635599;7.759112333;7.759112333;15790.42644;-1547.9530115280252;-1547.9530115280252;0.0;0.0;0.0;;2140433.251;10.0;BE0000333428;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;4643.859034584075;SpreadDelta1bp × shock_bps
26;BE0000336454;300128;Bond;KINGDOM OF BELGIUM (EUR 1.900, 22-Jun-2038);2500000.0;0.320015635;1910712.0661338589;11.06109484;11.06109484;30771.59639;-2113.4567375438965;-2113.4567375438965;0.0;0.0;0.0;;2113948.63;10.0;BE0000336454;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;10567.283687719495;RateDelta1bp × shock_bps
27;BE0000336454;300128;Bond;KINGDOM OF BELGIUM (EUR 1.900, 22-Jun-2038);2500000.0;0.320015635;1910712.0661338589;11.06109484;11.06109484;30771.59639;-2113.4567375438965;-2113.4567375438965;0.0;0.0;0.0;;2113948.63;10.0;BE0000336454;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;6340.370212631688;SpreadDelta1bp × shock_bps
28;BE0000338476;300128;Bond;KINGDOM OF BELGIUM (EUR 1.600, 22-Jun-2047);3000000.0;0.308939903;1744706.8026976238;16.95792156;16.95792156;71959.02111;-2958.6601105344703;-2958.6601105344703;0.0;0.0;0.0;;2040784.932;10.0;BE0000338476;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;14793.30055267237;RateDelta1bp × shock_bps
29;BE0000338476;300128;Bond;KINGDOM OF BELGIUM (EUR 1.600, 22-Jun-2047);3000000.0;0.308939903;1744706.8026976238;16.95792156;16.95792156;71959.02111;-2958.6601105344703;-2958.6601105344703;0.0;0.0;0.0;;2040784.932;10.0;BE0000338476;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;8875.98033160341;SpreadDelta1bp × shock_bps
30;BE0000343526;300128;Bond;KINGDOM OF BELGIUM (EUR 2.250, 22-Jun-2057);999999.28;0.106465015;585153.1338205077;19.79026127;19.79026127;38051.1605;-1158.033340126712;-1158.033340126712;0.0;0.0;0.0;;703283.0553;10.0;BE0000343526;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;5790.1667006335665;RateDelta1bp × shock_bps
31;BE0000343526;300128;Bond;KINGDOM OF BELGIUM (EUR 2.250, 22-Jun-2057);999999.28;0.106465015;585153.1338205077;19.79026127;19.79026127;38051.1605;-1158.033340126712;-1158.033340126712;0.0;0.0;0.0;;703283.0553;10.0;BE0000343526;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;3474.100020380135;SpreadDelta1bp × shock_bps
32;BE0000346552;300128;Bond;KINGDOM OF BELGIUM (EUR 1.250, 22-Apr-2033);2500000.0;0.336466081;2079083.7006696654;7.367802949;7.367802949;14180.96909;-1531.8279021011792;-1531.8279021011792;0.0;0.0;0.0;;2222616.439;10.0;BE0000346552;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;7659.1395105059055;RateDelta1bp × shock_bps
33;BE0000346552;300128;Bond;KINGDOM OF BELGIUM (EUR 1.250, 22-Apr-2033);2500000.0;0.336466081;2079083.7006696654;7.367802949;7.367802949;14180.96909;-1531.8279021011792;-1531.8279021011792;0.0;0.0;0.0;;2222616.439;10.0;BE0000346552;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;4595.4837063035375;SpreadDelta1bp × shock_bps
34;BE0000353624;300128;Bond;KINGDOM OF BELGIUM (EUR 0.650, 22-Jun-2071);944700.0;0.048727121;236172.2500047747;32.21637608;32.21637608;42847.50699;-760.8614025813604;-760.8614025813604;0.0;0.0;0.0;;321879.9958;10.0;BE0000353624;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;3804.3070129068064;RateDelta1bp × shock_bps
35;BE0000353624;300128;Bond;KINGDOM OF BELGIUM (EUR 0.650, 22-Jun-2071);944700.0;0.048727121;236172.2500047747;32.21637608;32.21637608;42847.50699;-760.8614025813604;-760.8614025813604;0.0;0.0;0.0;;321879.9958;10.0;BE0000353624;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;2282.5842077440807;SpreadDelta1bp × shock_bps
36;BE0000358672;300128;Bond;KINGDOM OF BELGIUM (EUR 3.300, 22-Jun-2054);252200.0;0.03479215;195938.51905144416;17.29964049;17.29964049;9686.13191;-338.9665937733;-338.9665937733;0.0;0.0;0.0;;229828.8236;10.0;BE0000358672;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;1694.8329688665021;RateDelta1bp × shock_bps
37;BE0000358672;300128;Bond;KINGDOM OF BELGIUM (EUR 3.300, 22-Jun-2054);252200.0;0.03479215;195938.51905144416;17.29964049;17.29964049;9686.13191;-338.9665937733;-338.9665937733;0.0;0.0;0.0;;229828.8236;10.0;BE0000358672;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;1016.8997813199;SpreadDelta1bp × shock_bps
38;BE0002592708;300128;Bond;KBC GROEP NV (EUR 4.250, Perpetual);2400000.0;0.368204756;2397194.4851474683;0.541534855;0.541534855;136.7154976;-129.81643679211336;-129.81643679211336;0.0;0.0;0.0;;2432274.725;4.0;BE0002592708;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;649.0821839605676;RateDelta1bp × shock_bps
39;BE0002592708;300128;Bond;KBC GROEP NV (EUR 4.250, Perpetual);2400000.0;0.368204756;2397194.4851474683;0.541534855;0.541534855;136.7154976;-129.81643679211336;-129.81643679211336;0.0;0.0;0.0;;2432274.725;4.0;BE0002592708;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0.0;-19.00000000000003;-0.0019000000000000028;Spread vs. swap rate;2466.5122990501577;SpreadDelta1bp × shock_bps
40;BE0002963446;300128;Bond;BELFIUS BANK SA (EUR 4.125, 12-Sep-2029);3200000.0;0.516059514;3216194.696973823;3.959401871;3.959401871;6969.886855;-1273.4207300698433;-1273.4207300698433;0.0;0.0;0.0;;3408968.767;7.0;BE0002963446;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;6367.103650349224;RateDelta1bp × shock_bps
41;BE0002963446;300128;Bond;BELFIUS BANK SA (EUR 4.125, 12-Sep-2029);3200000.0;0.516059514;3216194.696973823;3.959401871;3.959401871;6969.886855;-1273.4207300698433;-1273.4207300698433;0.0;0.0;0.0;;3408968.767;7.0;BE0002963446;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0.0;-8.0;-0.0008;Spread vs. swap rate;10187.365840558747;SpreadDelta1bp × shock_bps
42;BE6321529396;300128;Bond;ELIA SYSTEM OP SA/NV (EUR 0.875, 28-Apr-2030);1800000.0;0.245253556;1519551.0474782253;4.78335446;4.78335446;4533.539149;-726.8551280152641;-726.8551280152641;0.0;0.0;0.0;;1620087.781;7.0;BE6321529396;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;3634.275640076325;RateDelta1bp × shock_bps
43;BE6321529396;300128;Bond;ELIA SYSTEM OP SA/NV (EUR 0.875, 28-Apr-2030);1800000.0;0.245253556;1519551.0474782253;4.78335446;4.78335446;4533.539149;-726.8551280152641;-726.8551280152641;0.0;0.0;0.0;;1620087.781;7.0;BE6321529396;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;5087.9858961068485;SpreadDelta1bp × shock_bps
44;BE6350792089;300128;Bond;SOLVAY S.A. (EUR 4.250, 3-Oct-2031);2400000.0;0.379730926;2331355.668051929;5.394732703;5.394732703;9228.68555;-1257.7040664764154;-1257.7040664764154;0.0;0.0;0.0;;2508413.918;7.0;BE6350792089;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;6288.520332382085;RateDelta1bp × shock_bps
45;BE6350792089;300128;Bond;SOLVAY S.A. (EUR 4.250, 3-Oct-2031);2400000.0;0.379730926;2331355.668051929;5.394732703;5.394732703;9228.68555;-1257.7040664764154;-1257.7040664764154;0.0;0.0;0.0;;2508413.918;7.0;BE6350792089;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0.0;-7.0;-0.0007;Spread vs. swap rate;8803.928465334908;SpreadDelta1bp × shock_bps
46;CDSB100003448;300128;CDS;CDS ITRAXX-Xover 42 20/12/2029 AP DEUT_BK_DE;-24666750.0;0.0;-1667351.182811339;4.0;0.0;0.0;666.9404731245355;0.0;0.0;0.0;0.0;;0.0;;CDSB100003448;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;-3334.7023656226816;RateDelta1bp × shock_bps
47;CDSB100003448;300128;CDS;CDS ITRAXX-Xover 42 20/12/2029 AP DEUT_BK_DE;-24666750.0;0.0;-1667351.182811339;4.0;0.0;0.0;666.9404731245355;0.0;0.0;0.0;0.0;;0.0;;CDSB100003448;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;-0.0;SpreadDelta1bp × shock_bps
48;CDSO100000058;300128;CDS Index Option;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.049593848;1971881.8829316013;1.515938655;-316.7005378;0.0;-298.9251969430199;62449.60528025148;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;327605.3933;;;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;1494.6259847151014;RateDelta1bp × shock_bps
49;CDSO100000058;300128;CDS Index Option;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.049593848;1971881.8829316013;1.515938655;-316.7005378;0.0;-298.9251969430199;62449.60528025148;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;327605.3933;;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;-1748588.9478470415;SpreadDelta1bp × shock_bps
50;CDSO100000059;300128;CDS Index Option;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.019176341;-144902.32225896046;1.403379678;-350.7363444;0.0;20.335297435323216;-5082.251080417855;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;-126674.4359;;;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;-101.6764871766162;RateDelta1bp × shock_bps
51;CDSO100000059;300128;CDS Index Option;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.019176341;-144902.32225896046;1.403379678;-350.7363444;0.0;20.335297435323216;-5082.251080417855;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;-126674.4359;;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;142303.03025169994;SpreadDelta1bp × shock_bps
52;CSH_CAD_DB;300128;Cash;CAD;32257.30655;0.004883204;32257.30655;0.0;0.0;0.0;-0.0;-0.0;0.0;322.5730655;0.0;;32257.30655;;;;;;;;;;;0.0;
53;CSH_DKK_DB;300128;Cash;DKK;745.595136;0.00011287;745.595136;0.0;0.0;0.0;-0.0;-0.0;0.0;7.45595136;0.0;;745.595136;;;;;;;;;;;0.0;
54;CSH_EUR_DB;300128;Cash;EUR;4573221.42;0.409171945;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;;4573221.42;;;;;;;;;;;0.0;
55;CSH_GBP_DB;300128;Cash;GBP;327954.1233;0.04964664;309649.9854548537;0.0;0.0;0.0;-0.0;-0.0;0.0;3279.541233;0.0;;327954.1233;;;FX;EURGBP;relative;%;0.0;0.5291005291005346;0.005291005291005346;;1735.2070015873196;FXDelta × shock_dec
56;CSH_JPY_DB;300128;Cash;JPY;101.1309706;1.53e-05;95.48653714190161;0.0;0.0;0.0;-0.0;-0.0;0.0;1.011309706;0.0;;101.1309706;;;FX;EURJPY;relative;%;0.0;0.5291005291005346;0.005291005291005346;;0.535084500529106;FXDelta × shock_dec
57;CSH_SEK_DB;300128;Cash;SEK;9421.103676;0.001426194;9421.103676;0.0;0.0;0.0;-0.0;-0.0;0.0;94.21103676;0.0;;9421.103676;;;;;;;;;;;0.0;
58;CSH_USD_DB;300128;Cash;USD;1668198.685;0.252536724;1575091.337008526;0.0;0.0;0.0;-0.0;-0.0;0.0;16681.98685;0.0;;1668198.685;;;FX;EURUSD;relative;%;0.0;0.5291005291005346;0.005291005291005346;;8826.448068783162;FXDelta × shock_dec
59;DE0001030708;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841264;10571787.226853987;5.255071777;5.255071777;36301.85299;-5555.5500688289485;-5555.5500688289485;0.0;0.0;0.0;;11083427.99;10.0;DE0001030708;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;27777.750344144777;RateDelta1bp × shock_bps
60;DE0001030708;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841264;10571787.226853987;5.255071777;5.255071777;36301.85299;-5555.5500688289485;-5555.5500688289485;0.0;0.0;0.0;;11083427.99;10.0;DE0001030708;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;16666.650206486844;SpreadDelta1bp × shock_bps
61;DE0001102341;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.563039221;3215468.263419945;15.8103206;15.8103206;116449.0169;-5083.758412379459;-5083.758412379459;0.0;0.0;0.0;;3719305.753;10.0;DE0001102341;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;25418.792061897326;RateDelta1bp × shock_bps
62;DE0001102341;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.563039221;3215468.263419945;15.8103206;15.8103206;116449.0169;-5083.758412379459;-5083.758412379459;0.0;0.0;0.0;;3719305.753;10.0;DE0001102341;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;15251.275237138374;SpreadDelta1bp × shock_bps
63;DE0001102416;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398664;13291589.459476095;1.840183463;1.840183463;7016.319688;-2445.896312031302;-2445.896312031302;0.0;0.0;0.0;;13511426.43;10.0;DE0001102416;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;12229.481560156524;RateDelta1bp × shock_bps
64;DE0001102416;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398664;13291589.459476095;1.840183463;1.840183463;7016.319688;-2445.896312031302;-2445.896312031302;0.0;0.0;0.0;;13511426.43;10.0;DE0001102416;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;7337.688936093905;SpreadDelta1bp × shock_bps
65;DE0001102432;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);10000000.0;1.074240506;5954893.28151183;18.89091353;18.89091353;299232.0984;-11249.337406141793;-11249.337406141793;0.0;0.0;0.0;;7096182.192;10.0;DE0001102432;Interest rates;EU Rates;absolute;bps;0.0;-5.000000000000007;-0.0005000000000000007;Parallell shift;56246.687030709036;RateDelta1bp × shock_bps
66;DE0001102432;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);10000000.0;1.074240506;5954893.28151183;18.89091353;18.89091353;299232.0984;-11249.337406141793;-11249.337406141793;0.0;0.0;0.0;;7096182.192;10.0;DE0001102432;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;33748.01221842537;SpreadDelta1bp × shock_bps
