Portfolio,d1_id,TV,Duration_t,DollarRateConvexity1pc,TotalEffect,Counterparty,ISIN,AssetClass,TV_day,shock_rates_dec,Duration_next,AssetType,Sector1,Seniority,CompositeBroadRating,MaturityDate,Maturity,Maturity Band,EffectiveMaturityDate,LiquidityScore,Country,{Class_Rating},TV_change
900200,XS2189964773,14226911.328766393,0.2057988625800997,345.8821359324088,-19508.40854807556,,XS2189964773,Bond,14207402.920218317,0.0025,0.2144459159784099,Bond,Financials,Secured,AAA,2025-06-16 00:00:00,0.21095890410958903,0-1,2025-06-16,6.0,Netherlands,IG,19508.408548075706
900200,XS2278566299,3758678.356166169,4.43049175386021,9185.88962174244,-99819.49867099444,,XS2278566299,Bond,3658858.8574951747,0.0025,4.660138994403771,Bond,Corporates,Senior,BBB,2030-01-15 00:00:00,4.7972602739726025,1-5,2029-11-09,7.0,Italy,IG,99819.4986709943
900200,XS2286011528,15209589.04109589,0.0628042200922343,297.62659004006764,-114512.06818715627,,XS2286011528,Bond,15095076.972908733,0.0025,0.07024488484323599,Bond,Financials,Subordinated,BBB,2031-04-15 00:00:00,6.043835616438356,5-10,2026-01-15,5.0,Spain,IG,114512.06818715669
900200,XS2462324232,30121097.25969569,0.5602693782435377,2588.887104613201,-112644.65139584831,,XS2462324232,Bond,30008452.60829984,0.0025,0.6249915558588678,Bond,Financials,Senior,A,2026-10-27 00:00:00,1.5753424657534247,1-5,2025-10-27,8.0,United States,IG,112644.65139584988
900200,XS2487667276,6037040.547945205,0.8163625784976348,882.2493801531004,-33112.75390955151,,XS2487667276,Bond,6003927.794035654,0.0025,0.8384188130014624,Bond,Financials,Senior,BBB,2027-01-31 00:00:00,1.8383561643835618,1-5,2026-01-31,7.0,United Kingdom,IG,33112.75390955154
900200,XS2532681074,7924437.328767128,1.8820992499228013,4383.452251177668,-91897.11928128774,,XS2532681074,Bond,7832540.209485841,0.0025,1.991685556202243,Bond,Corporates,Senior,BBB,2027-04-14 00:00:00,2.0383561643835617,1-5,2027-04-14,7.0,Italy,IG,91897.1192812873
900200,XS2538366878,30683498.629927214,0.4802418428264874,2142.638333397119,-99448.1613128874,,XS2538366878,Bond,30584050.46861433,0.0025,0.5338078011614154,Bond,Financials,Senior,A,2026-09-27 00:00:00,1.4931506849315068,1-5,2025-09-27,7.0,Spain,IG,99448.16131288558
900200,XS2710354544,20957863.013698623,1.5078511748509444,7926.3916319405325,-211094.65381867552,,XS2710354544,Bond,20746768.35987995,0.0025,1.7060109656494578,Bond,Financials,Senior,A,2026-11-01 00:00:00,1.5890410958904109,1-5,2026-11-01,8.0,United Kingdom,IG,211094.6538186744
900200,XS2904849879,4140630.1371053937,3.9018436894384134,8233.93931727402,-202702.57785253317,,XS2904849879,Bond,3937927.5592528605,0.0025,4.107692172370264,Bond,Financials,Subordinated,BBB,2035-01-02 00:00:00,9.764383561643836,5-10,2029-10-02,6.0,Austria,IG,202702.5778525332
900200,XS2987792269,5971417.808639263,4.241425343291009,13754.94919394662,-318015.4236745045,,XS2987792269,Bond,5653402.3849647585,0.0025,4.585299073139675,Bond,Financials,Subordinated,BB,2035-04-30 00:00:00,10.087671232876712,10+,2030-01-30,6.0,Greece,HY,318015.4236745043
900200,XS3003295519,5713463.013698629,8.105571750004742,45621.13060737734,-284473.55038705224,,XS3003295519,Bond,5428989.463311577,0.0025,9.246100015189176,Bond,Corporates,Senior,BBB,2035-02-17 00:00:00,9.89041095890411,5-10,2034-11-17,7.0,Netherlands,IG,284473.5503870519
900200,XS3004055177,6127008.904171441,5.9920063968037285,26942.786536082687,-247595.1104825422,,XS3004055177,Bond,5879413.793688899,0.0025,6.665576060205796,Bond,Financials,Senior,BBB,2033-02-18 00:00:00,7.8931506849315065,5-10,2032-02-18,5.0,Spain,IG,247595.11048254184
900200,XS3011736108,3430099.726027555,6.663852872123573,18587.186136464014,-140352.64909074572,,XS3011736108,Bond,3289747.0769368093,0.0025,7.1285325255351735,Bond,Corporates,Senior,BBB,2033-02-27 00:00:00,7.917808219178082,5-10,2032-11-27,6.0,United Kingdom,IG,140352.6490907455
