day_index,day_label,Portfolio,Identifier,AssetClass,TV_start,TV_pre_collateral,TV_end_of_day,Stress_PnL,Collateral_sales
2,Day 2,300191,IRSB100009075,Swap,1197.42711485,1197.3532987729716,1197.3532987729716,-0.07381607702836845,0.0
2,Day 2,300191,IRSB100009088,Swap,6729.747613924999,6725.091915253434,6725.091915253434,-4.6556986715650055,0.0
2,Day 2,300191,IRSB100009103,Swap,16993.310744424998,16981.438244289555,16981.438244289555,-11.87250013544326,0.0
2,Day 2,300191,IRSB100009104,Swap,985.2483524999999,985.1741205934668,985.1741205934668,-0.0742319065331003,0.0
2,Day 2,300191,IRSB100009109,Swap,764.7668927999999,764.7092727041511,764.7092727041511,-0.057620095848847086,0.0
2,Day 2,300191,IRSB100009143,Swap,2043.9833104000002,2043.6332927243861,2043.6332927243861,-0.3500176756140263,0.0
2,Day 2,300191,IRSB100009162,Swap,1875.1377109250002,1874.4056005850625,1874.4056005850625,-0.7321103399376625,0.0
2,Day 2,300191,IRSB100009163,Swap,35788.05118595,35722.356024875924,35722.356024875924,-65.69516107407253,0.0
2,Day 2,300191,IRSB100009168,Swap,20205.367774799997,20163.433343980247,20163.433343980247,-41.93443081975056,0.0
2,Day 2,300191,IRSB100009187,Swap,1913.1637094000002,1912.7705704478665,1912.7705704478665,-0.3931389521337678,0.0
2,Day 2,300191,IRSB100009195,Swap,5944.4485091,5943.186265289966,5943.186265289966,-1.2622438100333966,0.0
2,Day 2,300191,IRSB100009204,Swap,48710.79432565,48629.718313199206,48629.718313199206,-81.07601245079422,0.0
2,Day 2,300191,IRSB100009211,Swap,12322.912665675001,12312.53064961632,12312.53064961632,-10.382016058681984,0.0
2,Day 2,300191,IRSB100009221,Swap,16964.952345399997,16950.194595488872,16950.194595488872,-14.757749911124847,0.0
2,Day 2,300191,IRSB100009226,Swap,64480.472705500004,64358.574133940376,64358.574133940376,-121.89857155962818,0.0
2,Day 2,300191,IRSB100009231,Swap,45895.4973107,45809.04744232717,45809.04744232717,-86.4498683728234,0.0
2,Day 2,300191,IRSB100009239,Swap,20599.731285525002,20585.198040071824,20585.198040071824,-14.533245453178097,0.0
2,Day 2,300191,IRSB100009245,Swap,29555.75466875,29511.014716571215,29511.014716571215,-44.73995217878473,0.0
2,Day 2,300191,IRSB100009252,Swap,42584.120150275,42509.74139973811,42509.74139973811,-74.37875053688913,0.0
2,Day 2,300191,IRSB100009258,Swap,63383.215970050005,63245.59179149715,63245.59179149715,-137.62417855285457,0.0
2,Day 2,300191,IRSB100009288,Swap,1146.8347801999998,1146.4891403102763,1146.4891403102763,-0.3456398897235431,0.0
2,Day 2,300191,IRSB100009319,Swap,22961.158151775,22925.142576518367,22925.142576518367,-36.015575256631564,0.0
2,Day 2,300191,IRSB100009346,Swap,54460.635550525,54338.654798875184,54338.654798875184,-121.98075164981856,0.0
2,Day 2,300191,IRSB100009375,Swap,9966.206344899998,9956.034982303909,9956.034982303909,-10.171362596089239,0.0
2,Day 2,300191,IRSB100009384,Swap,19934.346143925002,19914.001445478178,19914.001445478178,-20.344698446824623,0.0
2,Day 2,300191,IRSB100009392,Swap,16174.109561075,16147.29956712781,16147.29956712781,-26.809993947190378,0.0
2,Day 2,300191,IRSB100009413,Swap,22170.84105615,22137.27999887755,22137.27999887755,-33.561057272447215,0.0
2,Day 2,300191,IRSB100009427,Swap,15890.550964524999,15869.87076667715,15869.87076667715,-20.68019784784883,0.0
2,Day 2,300191,IRSB100009437,Swap,45923.80179525,45815.27978103684,45815.27978103684,-108.5220142131584,0.0
2,Day 2,300191,IRSB100009458,Swap,7214.039047200001,7208.1094685626285,7208.1094685626285,-5.929578637372288,0.0
2,Day 2,300191,IRSB100009466,Swap,4925.693223474999,4919.485285724081,4919.485285724081,-6.207937750918063,0.0
2,Day 2,300191,IRSB100009470,Swap,27976.05157905,260993.11702896637,260993.11702896637,233017.06544991638,0.0
2,Day 2,300191,SECL100006670,Bond,9.77472876,9.769897933726368,9.769897933726368,-0.004830826273632738,0.0
2,Day 2,300191,XS2812505829,Bond,-7458.128365250001,-7455.9978194627865,-7455.9978194627865,2.1305457872140323,0.0
2,Day 2,300191,XS2823899161,Bond,-15625.328556499999,-15613.20949458444,-15613.20949458444,12.119061915558632,0.0
2,Day 2,300191,XS2840087667,Bond,-15667.02929375,-15655.218008179141,-15655.218008179141,11.811285570858672,0.0
2,Day 2,300191,XS2841263358,Bond,-20417.67836525,-20401.619638622204,-20401.619638622204,16.058726627798023,0.0
2,Day 2,300191,XS2843279691,Bond,-8408.29065775,-8401.47940342567,-8401.47940342567,6.811254324329639,0.0
2,Day 2,300191,XS2845159602,Bond,-19674.944692,-19649.247796465574,-19649.247796465574,25.696895534427313,0.0
2,Day 2,300191,XS2865535673,Bond,-31029.962616,-30992.714326047273,-30992.714326047273,37.248289952727646,0.0
2,Day 2,300191,XS2895045164,Bond,-34555.3761245,-34497.35159003214,-34497.35159003214,58.02453446785512,0.0
2,Day 2,300191,XS2903381072,Bond,-72707.738545,-72495.93353957844,-72495.93353957844,211.80500542155642,0.0
2,Day 2,300191,XS2906220855,Bond,-74836.109985,-74611.82598829588,-74611.82598829588,224.28399670412182,0.0
2,Day 2,300191,XS2908892438,Bond,-29580.9201495,-29512.704678535232,-29512.704678535232,68.21547096476934,0.0
2,Day 2,300191,XS2914666057,Bond,-42400.565517,-42312.868578287205,-42312.868578287205,87.69693871279742,0.0
2,Day 2,300191,XS2920487852,Bond,-84894.86161,-84605.60573917613,-84605.60573917613,289.2558708238794,0.0
2,Day 2,300191,XS2924143154,Bond,-45503.195736,-45402.09952085061,-45402.09952085061,101.096215149395,0.0
2,Day 2,300191,XS2932960730,Bond,-36480.22188575,-36393.4279312391,-36393.4279312391,86.79395451089658,0.0
2,Day 2,300191,XS2942506978,Bond,-38803.771487750004,-38705.43090207176,-38705.43090207176,98.34058567824104,0.0
2,Day 2,300191,XS2974163672,Bond,-52555.61974,-52463.820957171454,-52463.820957171454,91.7987828285477,0.0
2,Day 2,300191,XS2976487483,Bond,-3559.5918345,-3559.090833984274,-3559.090833984274,0.5010005157259911,0.0
2,Day 2,300191,XS2976509716,Bond,-16330.677078,-16304.095678653694,-16304.095678653694,26.58139934630708,0.0
2,Day 2,300191,XS2977963219,Bond,-61848.66996,-61746.990605941886,-61746.990605941886,101.67935405811295,0.0
2,Day 2,300191,XS2985295562,Bond,-5085.13212545,-5083.163611908238,-5083.163611908238,1.9685135417621495,0.0
2,Day 2,300191,XS2989343293,Bond,-93507.73939,-93067.07511372346,-93067.07511372346,440.6642762765405,0.0
2,Day 2,300191,XS2993382667,Bond,-127295.422865,-126751.91462711724,-126751.91462711724,543.5082378827647,0.0
2,Day 2,300191,XS2994493786,Bond,-32323.816316999997,-32254.31052436745,-32254.31052436745,69.50579263254622,0.0
2,Day 2,300191,XS2996733593,Bond,-4264.2792231,-4261.877555786356,-4261.877555786356,2.401667313643884,0.0
2,Day 2,300191,XS2996858960,Bond,-112956.004689,-112319.2964631754,-112319.2964631754,636.7082258245937,0.0
2,Day 2,300191,XS2997427682,Bond,-168405.86151999998,-167588.77537527718,-167588.77537527718,817.0861447227944,0.0
2,Day 2,300191,XS2998732262,Bond,-119860.30653999999,-119280.87180810145,-119280.87180810145,579.4347318985383,0.0
2,Day 2,300191,XS2999542348,Bond,-54117.2310965,-54019.97072011432,-54019.97072011432,97.26037638568232,0.0
2,Day 2,300191,XS2999676203,Bond,-77274.747225,-76974.69646294453,-76974.69646294453,300.05076205547084,0.0
2,Day 2,300191,XS3002279886,Bond,-111258.724135,-110760.10131805127,-110760.10131805127,498.62281694872945,0.0
2,Day 2,300191,XS3002353103,Bond,-11186.134414,-11177.863374228345,-11177.863374228345,8.271039771654614,0.0
2,Day 2,300191,XS3003206359,Bond,-165538.58372999998,-164614.99225587523,-164614.99225587523,923.5914741247543,0.0
2,Day 2,300191,XS3005193340,Bond,-2818.8797856,-2816.909977161225,-2816.909977161225,1.9698084387750896,0.0
2,Day 2,300191,XS3006178597,Bond,-60016.811595,-59775.40178145711,-59775.40178145711,241.4098135428867,0.0
2,Day 2,300191,XS3010368689,Bond,-3911.9563379,-3910.439969623031,-3910.439969623031,1.516368276968933,0.0
2,Day 2,300191,XS3015128211,Bond,-24090.125225999996,-24032.110776854213,-24032.110776854213,58.014449145783146,0.0
2,Day 2,300191,XS3020856848,Bond,-41557.545861,-41419.01500360187,-41419.01500360187,138.53085739813105,0.0
2,Day 2,300191,XS3020942176,Bond,-57941.4781335,-57716.58930644911,-57716.58930644911,224.88882705089054,0.0
2,Day 2,300191,XS3033735351,Bond,-9027.08385,-9023.85686918868,-9023.85686918868,3.226980811321482,0.0
2,Day 2,300191,XS3038488436,Bond,-62318.76024399999,-61925.05359180709,-61925.05359180709,393.70665219290095,0.0
2,Day 2,300191,XS3041239669,Bond,-4513.4868456,-4511.873697065713,-4511.873697065713,1.6131485342875749,0.0
2,Day 2,300191,XS3041246524,Bond,-2463.1260899999997,-2462.5258642222384,-2462.5258642222384,0.6002257777613522,0.0
2,Day 2,300191,XS3041382113,Bond,-7210.579997999999,-7205.424140220194,-7205.424140220194,5.1558577798050464,0.0
3,Day 3,300191,BE6359531173,Bond,-6715.154699970899,-6713.499050523705,-6713.499050523705,1.6556494471942642,0.0
3,Day 3,300191,BE6360390031,Bond,-5254.431632088082,-5252.719357700941,-5252.719357700941,1.7122743871404964,0.0
3,Day 3,300191,CSH_EUR_DB,Cash,43598.50797969543,43598.50797969543,52797.453522269476,0.0,9198.945542574045
3,Day 3,300191,DE000CZ450R9,Bond,-141233.8905410749,-140827.98209248742,-140827.98209248742,405.9084485874919,0.0
3,Day 3,300191,DE000CZ451J4,Bond,-42063.647617828276,-41974.27056533956,-41974.27056533956,89.37705248871498,0.0
3,Day 3,300191,DE000CZ452E3,Bond,-119046.14882087494,-118685.1173485033,-118685.1173485033,361.0314723716292,0.0
3,Day 3,300191,FR0014003N51,Bond,0.0,0.0,0.0,0.0,0.0
3,Day 3,300191,FR0128580331,Bond,-4473.902884486382,-4473.2634620578365,-4473.2634620578365,0.6394224285459131,0.0
3,Day 3,300191,FR0128584150,Bond,-5964.479574931679,-5963.626578071244,-5963.626578071244,0.8529968604352689,0.0
3,Day 3,300191,FR0128585413,Bond,-8907.806463182878,-8906.284432699958,-8906.284432699958,1.522030482919945,0.0
3,Day 3,300191,FR0128607365,Bond,-10340.924948058397,-10338.872497895158,-10338.872497895158,2.052450163238973,0.0
3,Day 3,300191,FR0128614064,Bond,-9787.113605151095,-9782.975205464709,-9782.975205464709,4.1383996863860375,0.0
3,Day 3,300191,FR0128614254,Bond,-9325.044378084862,-9320.721858157272,-9320.721858157272,4.322519927589383,0.0
3,Day 3,300191,FR0128614551,Bond,-10183.201723813725,-10179.871591325214,-10179.871591325214,3.3301324885105714,0.0
3,Day 3,300191,FR0128615376,Bond,-12302.02073070218,-12297.153467668646,-12297.153467668646,4.867263033533163,0.0
3,Day 3,300191,FR0128633858,Bond,-14688.03297839224,-14683.882035836961,-14683.882035836961,4.150942555279471,0.0
3,Day 3,300191,FR0128635192,Bond,-12443.800647678265,-12440.076199693369,-12440.076199693369,3.72444798489596,0.0
3,Day 3,300191,FR0128635606,Bond,-6220.815983843854,-6218.954206700328,-6218.954206700328,1.861777143526524,0.0
3,Day 3,300191,FR0128656842,Bond,-51059.53535852355,-51017.236281082965,-51017.236281082965,42.29907744058437,0.0
3,Day 3,300191,FR0128662154,Bond,-10475.765391329162,-10468.936582320706,-10468.936582320706,6.8288090084552096,0.0
3,Day 3,300191,FR0128666064,Bond,-15360.762851161882,-15353.164404198957,-15353.164404198957,7.598446962925664,0.0
3,Day 3,300191,FR0128692607,Bond,-76194.24490012237,-76151.03596808981,-76151.03596808981,43.20893203256128,0.0
3,Day 3,300191,FR0128768654,Bond,-74994.63045690248,-74940.01927995375,-74940.01927995375,54.611176948732464,0.0
3,Day 3,300191,FR0128787282,Bond,-18147.72573655562,-18125.71627156415,-18125.71627156415,22.00946499147176,0.0
3,Day 3,300191,FR0128789924,Bond,-35375.38456037122,-35351.035481857,-35351.035481857,24.34907851422031,0.0
3,Day 3,300191,FR0128806710,Bond,-22402.374468175778,-22382.821860654753,-22382.821860654753,19.552607521025493,0.0
3,Day 3,300191,FR0128813492,Bond,-27003.10291655185,-26979.37123670481,-26979.37123670481,23.731679847038322,0.0
3,Day 3,300191,FR0128816198,Bond,-18392.61966529462,-18376.09716866895,-18376.09716866895,16.522496625668282,0.0
3,Day 3,300191,FR0128816420,Bond,-1624.1683180285015,-1623.878386291668,-1623.878386291668,0.28993173683352325,0.0
3,Day 3,300191,FR0128867167,Bond,-22316.175671317873,-22303.916852550214,-22303.916852550214,12.25881876765925,0.0
3,Day 3,300191,FR0128867399,Bond,-42443.50427271154,-42413.89740138447,-42413.89740138447,29.60687132707244,0.0
3,Day 3,300191,FR0128867449,Bond,-12927.789805014523,-12919.547883344787,-12919.547883344787,8.241921669736257,0.0
3,Day 3,300191,FR0128902766,Bond,-24814.38713600201,-24784.18609977219,-24784.18609977219,30.201036229820602,0.0
3,Day 3,300191,FR0128902923,Bond,-41797.457155195036,-41740.20713467066,-41740.20713467066,57.25002052437776,0.0
3,Day 3,300191,FR0128910587,Bond,-3773.31702048877,-3772.6118332136434,-3772.6118332136434,0.7051872751267183,0.0
3,Day 3,300191,FR0128913656,Bond,-48452.3511372726,-48333.19499769736,-48333.19499769736,119.15613957523601,0.0
3,Day 3,300191,FR0128913979,Bond,-86435.32156670922,-86312.28640098931,-86312.28640098931,123.03516571990622,0.0
3,Day 3,300191,FR0128958545,Bond,-4580.599075474653,-4578.514541495206,-4578.514541495206,2.08453397944686,0.0
3,Day 3,300191,FR0128963560,Bond,-16217.352754268211,-16212.99927200704,-16212.99927200704,4.353482261170939,0.0
3,Day 3,300191,FR0128984541,Bond,-27706.58411739811,-27687.672428001555,-27687.672428001555,18.91168939655472,0.0
3,Day 3,300191,FR0128985662,Bond,-2627.880023135788,-2627.666451423906,-2627.666451423906,0.2135717118821958,0.0
3,Day 3,300191,FR0129012466,Bond,-19478.87891719237,-19472.64070648728,-19472.64070648728,6.238210705090751,0.0
3,Day 3,300191,FR0129014306,Bond,-33974.32662964813,-33951.543140262984,-33951.543140262984,22.783489385146822,0.0
3,Day 3,300191,FR0129014868,Bond,-100895.40280500149,-100692.8179726496,-100692.8179726496,202.5848323518876,0.0
3,Day 3,300191,FR0129025500,Bond,-9324.012944855664,-9319.693939234385,-9319.693939234385,4.319005621278848,0.0
3,Day 3,300191,FR0129026011,Bond,-903.2512021574552,-903.1704674712701,-903.1704674712701,0.08073468618511015,0.0
3,Day 3,300191,FR0129026433,Bond,-613.8860425825036,-613.8012620973749,-613.8012620973749,0.08478048512870373,0.0
3,Day 3,300191,FR0129026458,Bond,-9550.8651840417,-9544.814806494465,-9544.814806494465,6.050377547235257,0.0
3,Day 3,300191,FR0129026656,Bond,-4797.696,-4796.54455296,-4796.54455296,1.1514470399997663,0.0
3,Day 3,300191,FR0129030120,Bond,-15985.151905283194,-15980.930888294442,-15980.930888294442,4.221016988751217,0.0
3,Day 3,300191,FR0129030807,Bond,-6882.970861755442,-6881.014247674763,-6881.014247674763,1.9566140806782641,0.0
3,Day 3,300191,FR0129052264,Bond,-69939.91801031597,-69818.79523008391,-69818.79523008391,121.12278023206454,0.0
3,Day 3,300191,FR0129053411,Bond,-12125.008243079494,-12121.36454088373,-12121.36454088373,3.64370219576449,0.0
3,Day 3,300191,FR0129053510,Bond,-4918.677807163288,-4917.478986502814,-4917.478986502814,1.198820660473757,0.0
3,Day 3,300191,FR0129059954,Bond,-1724.981860214508,-1724.8837512829896,-1724.8837512829896,0.09810893151848177,0.0
3,Day 3,300191,FR0129061463,Bond,-4185.622220447619,-4185.044062137114,-4185.044062137114,0.5781583105044774,0.0
3,Day 3,300191,FR0129061638,Bond,-3609.524480169336,-3608.879371729104,-3608.879371729104,0.6451084402319793,0.0
3,Day 3,300191,FR0129065985,Bond,-19514.16074566363,-19506.600621883554,-19506.600621883554,7.5601237800765375,0.0
3,Day 3,300191,FR0129066371,Bond,-12170.4996,-12165.753105156,-12165.753105156,4.746494843999244,0.0
3,Day 3,300191,FR0129083459,Bond,-52070.330563138246,-52002.37125963435,-52002.37125963435,67.95930350389972,0.0
3,Day 3,300191,FR0129101939,Bond,-6282.453014485174,-6278.527172954961,-6278.527172954961,3.9258415302128924,0.0
3,Day 3,300191,FR0129102523,Bond,-821.2084982023463,-821.1484767786308,-821.1484767786308,0.060021423715511446,0.0
3,Day 3,300191,FR0129104735,Bond,-96844.07774920079,-96657.6495715837,-96657.6495715837,186.4281776170974,0.0
3,Day 3,300191,FR0129105732,Bond,-1264.225668179622,-1264.0818462000914,-1264.0818462000914,0.14382197953068498,0.0
3,Day 3,300191,FR0129106086,Bond,-2267.103043478469,-2266.7639743207833,-2266.7639743207833,0.33906915768557155,0.0
3,Day 3,300191,FR0129106409,Bond,-5474.160638958819,-5473.101133049862,-5473.101133049862,1.059505908956453,0.0
3,Day 3,300191,FR0129107100,Bond,-4558.3584,-4557.537895488,-4557.537895488,0.8205045120002978,0.0
3,Day 3,300191,FR0129107423,Bond,-37417.450163344576,-37373.633979237886,-37373.633979237886,43.81618410669034,0.0
3,Day 3,300191,FR0129108546,Bond,-60205.032036663906,-60084.82151417705,-60084.82151417705,120.21052248685737,0.0
3,Day 3,300191,FR0129108900,Bond,-17426.16513936819,-17409.312770151446,-17409.312770151446,16.852369216743682,0.0
3,Day 3,300191,FR0129108918,Bond,-22967.274167900156,-22950.859153493893,-22950.859153493893,16.415014406262344,0.0
3,Day 3,300191,FR0129109825,Bond,-16323.434092641384,-16290.278536895872,-16290.278536895872,33.155555745512174,0.0
3,Day 3,300191,FR0129110146,Bond,-103679.62238318214,-103499.95133055681,-103499.95133055681,179.67105262533005,0.0
3,Day 3,300191,IRSB100008195,Swap,5855.512044827231,5854.609607239681,5854.609607239681,-0.9024375875496844,0.0
3,Day 3,300191,IRSB100008252,Swap,3988.5064036946296,3987.782429112191,3987.782429112191,-0.7239745824385864,0.0
3,Day 3,300191,IRSB100008289,Swap,3806.00912245861,3805.2530978103596,3805.2530978103596,-0.7560246482503317,0.0
3,Day 3,300191,IRSB100008398,Swap,7440.017565202325,7438.106522411428,7438.106522411428,-1.911042790897227,0.0
3,Day 3,300191,IRSB100008403,Swap,3967.9641742968734,3966.944963078583,3966.944963078583,-1.0192112182903657,0.0
3,Day 3,300191,IRSB100008630,Swap,7504.557198694092,7500.701978301318,7500.701978301318,-3.8552203927738447,0.0
3,Day 3,300191,IRSB100008770,Swap,27693.08308602018,27677.339217622113,27677.339217622113,-15.743868398065388,0.0
3,Day 3,300191,IRSB100008780,Swap,28523.796668933403,28507.092077760088,28507.092077760088,-16.70459117331484,0.0
3,Day 3,300191,IRSB100008821,Swap,644.8173636163177,644.7665696655822,644.7665696655822,-0.05079395073551041,0.0
3,Day 3,300191,IRSB100008858,Swap,32363.001929876973,32341.499769757414,32341.499769757414,-21.50216011955854,0.0
3,Day 3,300191,IRSB100009066,Swap,8801.487455307773,8800.130990975696,8800.130990975696,-1.3564643320769392,0.0
3,Day 3,300191,IRSB100009071,Swap,19978.720524772107,19971.87821731173,19971.87821731173,-6.842307460377924,0.0
3,Day 3,300191,IRSB100009075,Swap,1197.3532987729716,1197.3163930096744,1197.3163930096744,-0.03690576329722717,0.0
3,Day 3,300191,IRSB100009088,Swap,6725.091915253434,6722.765676344325,6722.765676344325,-2.326238909109634,0.0
3,Day 3,300191,IRSB100009103,Swap,16981.438244289555,16975.506141626112,16975.506141626112,-5.9321026634424925,0.0
3,Day 3,300191,IRSB100009104,Swap,985.1741205934668,985.1370074366404,985.1370074366404,-0.0371131568264218,0.0
3,Day 3,300191,IRSB100009109,Swap,764.7092727041511,764.680464826872,764.680464826872,-0.028807877279064087,0.0
3,Day 3,300191,IRSB100009143,Swap,2043.6332927243861,2043.4583138556038,2043.4583138556038,-0.1749788687823184,0.0
3,Day 3,300191,IRSB100009162,Swap,1874.4056005850625,1874.0396883340768,1874.0396883340768,-0.36591225098572977,0.0
3,Day 3,300191,IRSB100009163,Swap,35722.356024875924,35689.56874175724,35689.56874175724,-32.78728311868326,0.0
3,Day 3,300191,IRSB100009168,Swap,20163.433343980247,20142.50964414771,20142.50964414771,-20.92369983253593,0.0
3,Day 3,300191,IRSB100009187,Swap,1912.7705704478665,1912.5740413651633,1912.5740413651633,-0.19652908270313674,0.0
3,Day 3,300191,IRSB100009195,Swap,5943.186265289966,5942.555277397334,5942.555277397334,-0.6309878926322199,0.0
3,Day 3,300191,IRSB100009204,Swap,48629.718313199206,48589.24777990138,48589.24777990138,-40.47053329782648,0.0
3,Day 3,300191,IRSB100009211,Swap,12312.53064961632,12307.344014995293,12307.344014995293,-5.186634621026315,0.0
3,Day 3,300191,IRSB100009221,Swap,16950.194595488872,16942.82213938961,16942.82213938961,-7.372456099263218,0.0
3,Day 3,300191,IRSB100009226,Swap,64358.574133940376,64297.74007111973,64297.74007111973,-60.83406282064243,0.0
3,Day 3,300191,IRSB100009231,Swap,45809.04744232717,45765.90392767187,45765.90392767187,-43.1435146553049,0.0
3,Day 3,300191,IRSB100009239,Swap,20585.198040071824,20577.9365439952,20577.9365439952,-7.261496076622279,0.0
3,Day 3,300191,IRSB100009245,Swap,29511.014716571215,29488.67860297905,29488.67860297905,-22.33611359216593,0.0
3,Day 3,300191,IRSB100009252,Swap,42509.74139973811,42472.61698059077,42472.61698059077,-37.1244191473379,0.0
3,Day 3,300191,IRSB100009258,Swap,63245.59179149715,63176.92911412916,63176.92911412916,-68.66267736798909,0.0
3,Day 3,300191,IRSB100009288,Swap,1146.4891403102763,1146.3163724509177,1146.3163724509177,-0.17276785935860062,0.0
3,Day 3,300191,IRSB100009319,Swap,22925.142576518367,22907.163034888195,22907.163034888195,-17.979541630171298,0.0
3,Day 3,300191,IRSB100009346,Swap,54338.654798875184,54277.801029092625,54277.801029092625,-60.85376978255954,0.0
3,Day 3,300191,IRSB100009375,Swap,9956.034982303909,9950.954491376879,9950.954491376879,-5.080490927030041,0.0
3,Day 3,300191,IRSB100009384,Swap,19914.001445478178,19903.83947800373,19903.83947800373,-10.16196747444701,0.0
3,Day 3,300191,IRSB100009392,Swap,16147.29956712781,16133.9167901031,16133.9167901031,-13.382777024709867,0.0
3,Day 3,300191,IRSB100009413,Swap,22137.27999887755,22120.524871726153,22120.524871726153,-16.755127151398483,0.0
3,Day 3,300191,IRSB100009427,Swap,15869.87076667715,15859.544124510765,15859.544124510765,-10.326642166384772,0.0
3,Day 3,300191,IRSB100009437,Swap,45815.27978103684,45761.146997499614,45761.146997499614,-54.13278353722853,0.0
3,Day 3,300191,IRSB100009458,Swap,7208.1094685626285,7205.147116152211,7205.147116152211,-2.9623524104172247,0.0
3,Day 3,300191,IRSB100009466,Swap,4919.485285724081,4916.385228835156,4916.385228835156,-3.1000568889248825,0.0
3,Day 3,300191,IRSB100009470,Swap,260993.11702896637,1347920.092068192,1347920.092068192,1086926.9750392258,0.0
3,Day 3,300191,SECL100006670,Bond,9.769897933726368,9.767483714325104,9.767483714325104,-0.0024142194012632956,0.0
3,Day 3,300191,XS2812505829,Bond,-7455.9978194627865,-7454.932850883153,-7454.932850883153,1.064968579633387,0.0
3,Day 3,300191,XS2823899161,Bond,-15613.20949458444,-15607.15466342101,-15607.15466342101,6.054831163430208,0.0
3,Day 3,300191,XS2840087667,Bond,-15655.218008179141,-15649.316817624707,-15649.316817624707,5.901190554433924,0.0
3,Day 3,300191,XS2841263358,Bond,-20401.619638622204,-20393.596590490088,-20393.596590490088,8.023048132115946,0.0
3,Day 3,300191,XS2843279691,Bond,-8401.47940342567,-8398.076535039774,-8398.076535039774,3.4028683858959994,0.0
3,Day 3,300191,XS2845159602,Bond,-19649.247796465574,-19636.416129696994,-19636.416129696994,12.831666768579453,0.0
3,Day 3,300191,XS2865535673,Bond,-30992.714326047273,-30974.112537448218,-30974.112537448218,18.601788599055,0.0
3,Day 3,300191,XS2895045164,Bond,-34497.35159003214,-34468.388039481084,-34468.388039481084,28.963550551059598,0.0
3,Day 3,300191,XS2903381072,Bond,-72495.93353957844,-72390.3395415827,-72390.3395415827,105.59399799574749,0.0
3,Day 3,300191,XS2906220855,Bond,-74611.82598829588,-74500.02007977523,-74500.02007977523,111.80590852064779,0.0
3,Day 3,300191,XS2908892438,Bond,-29512.704678535232,-29478.675597646,-29478.675597646,34.02908088923141,0.0
3,Day 3,300191,XS2914666057,Bond,-42312.868578287205,-42269.110800563874,-42269.110800563874,43.757777723330946,0.0
3,Day 3,300191,XS2920487852,Bond,-84605.60573917613,-84461.47058364049,-84461.47058364049,144.13515553563775,0.0
3,Day 3,300191,XS2924143154,Bond,-45402.09952085061,-45351.6637179674,-45351.6637179674,50.435802883206634,0.0
3,Day 3,300191,XS2932960730,Bond,-36393.4279312391,-36350.13420432247,-36350.13420432247,43.29372691662866,0.0
3,Day 3,300191,XS2942506978,Bond,-38705.43090207176,-38656.3852217435,-38656.3852217435,49.04568032826501,0.0
3,Day 3,300191,XS2974163672,Bond,-52463.820957171454,-52418.00173812096,-52418.00173812096,45.81921905049239,0.0
3,Day 3,300191,XS2976487483,Bond,-3559.090833984274,-3558.8403689834754,-3558.8403689834754,0.2504650007986129,0.0
3,Day 3,300191,XS2976509716,Bond,-16304.095678653694,-16290.826612216806,-16290.826612216806,13.269066436887442,0.0
3,Day 3,300191,XS2977963219,Bond,-61746.990605941886,-61696.23450945747,-61696.23450945747,50.75609648441605,0.0
3,Day 3,300191,XS2985295562,Bond,-5083.163611908238,-5082.179736154552,-5082.179736154552,0.9838757536854246,0.0
3,Day 3,300191,XS2989343293,Bond,-93067.07511372346,-92847.78131212105,-92847.78131212105,219.2938016024127,0.0
3,Day 3,300191,XS2993382667,Bond,-126751.91462711724,-126481.32080600117,-126481.32080600117,270.5938211160683,0.0
3,Day 3,300191,XS2994493786,Bond,-32254.31052436745,-32219.6323570863,-32219.6323570863,34.67816728115213,0.0
3,Day 3,300191,XS2996733593,Bond,-4261.877555786356,-4260.677398446162,-4260.677398446162,1.2001573401939822,0.0
3,Day 3,300191,XS2996858960,Bond,-112319.2964631754,-112002.73684257871,-112002.73684257871,316.5596205966867,0.0
3,Day 3,300191,XS2997427682,Bond,-167588.77537527718,-167182.21450757858,-167182.21450757858,406.5608676986012,0.0
3,Day 3,300191,XS2998732262,Bond,-119280.87180810145,-118992.55500843731,-118992.55500843731,288.3167996641423,0.0
3,Day 3,300191,XS2999542348,Bond,-54019.97072011432,-53971.42793089425,-53971.42793089425,48.54278922006779,0.0
3,Day 3,300191,XS2999676203,Bond,-76974.69646294453,-76825.25361672307,-76825.25361672307,149.44284622145642,0.0
3,Day 3,300191,XS3002279886,Bond,-110760.10131805127,-110511.9072364001,-110511.9072364001,248.1940816511633,0.0
3,Day 3,300191,XS3002353103,Bond,-11177.863374228345,-11173.730912150353,-11173.730912150353,4.132462077992386,0.0
3,Day 3,300191,XS3003206359,Bond,-164614.99225587523,-164155.77302149837,-164155.77302149837,459.21923437685473,0.0
3,Day 3,300191,XS3005193340,Bond,-2816.909977161225,-2815.9257611842568,-2815.9257611842568,0.9842159769682439,0.0
3,Day 3,300191,XS3006178597,Bond,-59775.40178145711,-59655.1823944636,-59655.1823944636,120.21938699351449,0.0
3,Day 3,300191,XS3010368689,Bond,-3910.439969623031,-3909.682079374937,-3909.682079374937,0.7578902480940997,0.0
3,Day 3,300191,XS3015128211,Bond,-24032.110776854213,-24003.173408213537,-24003.173408213537,28.93736864067614,0.0
3,Day 3,300191,XS3020856848,Bond,-41419.01500360187,-41349.98046917307,-41349.98046917307,69.03453442879982,0.0
