,Portfolio,Identifier,TV,Duration_t,DollarRateConvexity1pc,TotalEffect,Counterparty,ISIN,AssetClass,TV_day,shock_rates_dec,Duration_next
0,900200,2I666V.S43.5Y,-3946007.920694463,2.6204898071851663,0.0,3898641.456692876,,,CDS Index,-47366.46400158713,0.0025,2.6204898071851663
1,900200,2I667D.S43.5Y,2165131.740457643,2.6114700433279023,0.0,-2880537.957208506,,,CDS Index,-715406.216750863,0.0025,2.6114700433279023
2,900200,2I667E.S43.5Y,240721.8730172655,2.7161501589237877,0.0,1127290.8670045985,,,CDS Index,1368012.740021864,0.0025,2.7161501589237877
3,900200,2I667K.S43.5Y,-1096847.0703994385,2.5007031065629013,0.0,985889.7002819533,,,CDS Index,-110957.37011748517,0.0025,2.5007031065629013
4,900200,BE0390201672,6850213.424657532,8.134215073525286,5374.808575452634,-342158.4436121107,,BE0390201672,Bond,6508054.981045421,0.0025,8.268585287911602
5,900200,BE6362152199,3946842.7480315054,4.95433606859128,12143.7932385601,-130179.29205201732,,BE6362152199,Bond,3816663.455979488,0.0025,5.257930899555283
6,900200,BTSM25 Cmdty,0.0,0.0,-2785.0318698967044,61799.71817955386,,,Bond Future,61799.71817955386,0.0025,-0.06962579674741762
7,900200,CDSB100001026,416065.98142907495,0.9670801731875956,0.0,-128853.16108134476,MSESE,,Credit Default Swap,287212.8203477302,0.0025,0.9670801731875956
8,900200,CDSB100001110,-395966.25029391696,1.2102235178698135,0.0,172474.8850168727,JPMSE,,Credit Default Swap,-223491.36527704427,0.0025,1.2102235178698135
9,900200,CDSB100001112,198988.32829989243,1.2029920684948183,0.0,-116503.84365862317,JPMSE,,Credit Default Swap,82484.48464126926,0.0025,1.2029920684948183
10,900200,CDSB100001503,22381.10667285836,1.3342738971158985,0.0,-92696.39233739932,JPMSE,,Credit Default Swap,-70315.28566454095,0.0025,1.3342738971158985
11,900200,CDSB100001504,-351629.43467395974,1.4496760514865716,0.0,199680.56323187953,JPMSE,,Credit Default Swap,-151948.8714420802,0.0025,1.4496760514865716
12,900200,CDSB100001670,-2045419.6497582505,1.6984748933576204,0.0,492953.73363045306,GSOH,,Credit Default Swap,-1552465.9161277974,0.0025,1.6984748933576204
13,900200,CDSB100001671,322498.06401685503,1.6726651267796753,0.0,-125872.60622535847,BNPP,,Credit Default Swap,196625.45779149656,0.00125,1.6726651267796753
14,900200,CDSB100001684,440462.0428599146,1.7002470826601994,0.0,-198555.61679396263,MSESE,,Credit Default Swap,241906.42606595196,0.0025,1.7002470826601994
15,900200,CDSB100001686,-281430.1818450265,1.6976162766417664,0.0,141187.02731239135,MSESE,,Credit Default Swap,-140243.15453263515,0.0025,1.6976162766417664
16,900200,CDSB100001740,-368922.2761990109,1.6947157544202087,0.0,202481.28502416486,MSESE,,Credit Default Swap,-166440.99117484604,0.0025,1.6947157544202087
17,900200,CDSB100001742,364157.04982637666,1.690580690113751,0.0,-223854.6172683164,MSESE,,Credit Default Swap,140302.43255806027,0.0025,1.690580690113751
18,900200,CDSB100001851,-389970.17401761207,1.6909946656174992,0.0,240754.10493996768,SGCIB,,Credit Default Swap,-149216.06907764438,0.0025,1.6909946656174992
19,900200,CDSB100001853,150350.92480843642,1.6694221988789213,0.0,-165431.1421330221,SGCIB,,Credit Default Swap,-15080.217324585683,0.0025,1.6694221988789213
20,900200,CH1142231682,34526229.45152775,0.5786116463224997,3100.1787247612046,-133422.5935380271,,CH1142231682,Bond,34392806.85798973,0.0025,0.6561161144415298
21,900200,CH1174335732,40243561.643532686,0.5222358895181864,3141.4968403972584,-140466.56858591968,,CH1174335732,Bond,40103095.07494677,0.0025,0.6007733105281179
22,900200,CSH_CAD_DB,0.1415084160361582,0.0,0.0,0.0,,,Cash,0.1415084160361582,0.0,0.0
23,900200,CSH_CHF_DB,23.239341306453824,0.0,0.0,0.0,,,Cash,23.239341306453824,0.0,0.0
24,900200,CSH_EUR_DB,18303574.630000003,0.0,0.0,0.0,,,Cash,18303574.630000003,0.0,0.0
25,900200,CSH_GBP_DB,6986.8624907424555,0.0,0.0,-1.7467156226856138,,,Cash,6985.11577511977,0.0,0.0
26,900200,CSH_USD_DB,380599.0742455101,0.0,0.0,-95.14976856137753,,,Cash,380503.92447694874,0.0,0.0
27,900200,DE000A289RN6,22564224.65769437,0.0185988468878315,41.47979293407939,-2596.431330474421,,DE000A289RN6,Bond,22561628.226363894,0.0025,0.019635841711183485
28,900200,DE000A3LKBD0,10008200.4,0.0629578993772984,6.369009319939778,-33519.63374921414,,DE000A3LKBD0,Bond,9974680.766250785,0.0025,0.06311712461029689
29,900200,DE000A4DE9Y3,4663826.095892733,4.395486904036344,11363.953271045835,-138130.8543390683,,DE000A4DE9Y3,Bond,4525695.241553664,0.0025,4.6795857358124895
30,900200,DE000NRW0N26,8024472.73972603,22.716086268187055,636055.9528033625,-738245.4071984189,,DE000NRW0N26,Bond,7286227.332527611,0.0025,38.61748508827112
31,900200,DUM25 Cmdty,0.0,0.0,-290.5085280898374,4123.375420056874,,,Bond Future,4123.375420056874,0.0025,-0.007262713202245935
32,900200,ES0813211028,10263000.000000002,0.7619010133375568,801.5036634389886,-95156.39690957277,,ES0813211028,Bond,10167843.60309043,0.0025,0.7819386049235315
33,900200,FR0012599645,50743702.152000025,0.230690403526216,3876.2395438049007,0.0,,,Fund Unit,50743702.152000025,0.0,0.230690403526216
34,900200,FR0012737963,2712838.4999996554,0.2878308724248783,41.9619519131888,-9399.600670109558,,FR0012737963,Bond,2703438.899329546,0.0025,0.28887992122270806
35,900200,FR0013413887,4086095.89041096,0.0389757815552729,15.725012403322586,-1007.5304935259902,,FR0013413887,Bond,4085088.3599174344,0.0025,0.03936890686535596
36,900200,FR0014009A50,5834150.082191716,0.141182605125601,91.71501247350596,-5506.4786392193055,,FR0014009A50,Bond,5828643.603552497,0.0025,0.14347548043743863
37,900200,FR001400A5N5,6864745.315068487,0.0929890186185941,67.83888420815575,-3949.5794963407734,,FR001400A5N5,Bond,6860795.735572146,0.0025,0.09468499072379799
38,900200,FR001400N6I8,100764.34246575343,7.376149768623145,671.5227862663645,-5001.110722050944,,FR001400N6I8,Bond,95763.23174370249,0.0025,7.3929378382798046
39,900200,FR001400Y969,5015594.520547946,8.191878368966679,40824.502825454365,-252217.77728268434,,FR001400Y969,Bond,4763376.743265262,0.0025,9.212490939603038
