;Identifier;Portfolio;AssetClass;AssetID;Nominal;TVPercent;TV;Duration;SpreadDuration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;EquityDelta;FXDelta;InflationDelta1bp;Counterparty;NetExposure;LiquidityScore;ISIN;Market;Variable;Type;Unit;T0;Day 5;shock_std;Comment;Effect;Method
47;CDSB100003448;300128;CDS;CDS ITRAXX-Xover 42 20/12/2029 AP DEUT_BK_DE;-24666750.0;0.0;-1664023.1365382625;4.0;0.0;0.0;665.609254615305;0.0;0.0;0.0;0.0;;0.0;;CDSB100003448;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;-0.0;SpreadDelta1bp × shock_bps
48;CDSO100000058;300128;CDS Index Option;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.049593848;17297746.110762663;1.515938655;-316.7005378;0.0;-2622.2321973681032;547820.5496006394;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;327605.3933;;;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;13111.160986840498;RateDelta1bp × shock_bps
49;CDSO100000058;300128;CDS Index Option;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.049593848;17297746.110762663;1.515938655;-316.7005378;0.0;-2622.2321973681032;547820.5496006394;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;327605.3933;;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;-15338975.388817903;SpreadDelta1bp × shock_bps
50;CDSO100000059;300128;CDS Index Option;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.019176341;-7773760.797019194;1.403379678;-350.7363444;0.0;1090.953792416982;-272654.04441865423;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;-126674.4359;;;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;-5454.768962084902;RateDelta1bp × shock_bps
51;CDSO100000059;300128;CDS Index Option;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.019176341;-7773760.797019194;1.403379678;-350.7363444;0.0;1090.953792416982;-272654.04441865423;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;-126674.4359;;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0.0;-28.0;-0.0028;Spread vs. swap rate;7634313.243722319;SpreadDelta1bp × shock_bps
52;CSH_CAD_DB;300128;Cash;CAD;32257.30655;0.004883204;32257.30655;0.0;0.0;0.0;-0.0;-0.0;0.0;322.5730655;0.0;;32257.30655;;;;;;;;;;;0.0;
53;CSH_DKK_DB;300128;Cash;DKK;745.595136;0.00011287;745.595136;0.0;0.0;0.0;-0.0;-0.0;0.0;7.45595136;0.0;;745.595136;;;;;;;;;;;0.0;
54;CSH_EUR_DB;300128;Cash;EUR;4573221.42;0.409171945;4303441.111020482;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;;4573221.42;;;;;;;;;;;0.0;
55;CSH_GBP_DB;300128;Cash;GBP;327954.1233;0.04964664;307905.5486287899;0.0;0.0;0.0;-0.0;-0.0;0.0;3279.541233;0.0;;327954.1233;;;FX;EURGBP;relative;%;0.0;0.5319148936170137;0.005319148936170137;;1744.436826063805;FXDelta × shock_dec
56;CSH_JPY_DB;300128;Cash;JPY;101.1309706;1.53e-05;94.94860644722077;0.0;0.0;0.0;-0.0;-0.0;0.0;1.011309706;0.0;;101.1309706;;;FX;EURJPY;relative;%;0.0;0.5319148936170137;0.005319148936170137;;0.5379306946808434;FXDelta × shock_dec
57;CSH_SEK_DB;300128;Cash;SEK;9421.103676;0.001426194;9421.103676;0.0;0.0;0.0;-0.0;-0.0;0.0;94.21103676;0.0;;9421.103676;;;;;;;;;;;0.0;
58;CSH_USD_DB;300128;Cash;USD;1668198.685;0.252536724;1566217.939747888;0.0;0.0;0.0;-0.0;-0.0;0.0;16681.98685;0.0;;1668198.685;;;FX;EURUSD;relative;%;0.0;0.5319148936170137;0.005319148936170137;;8873.397260638172;FXDelta × shock_dec
59;DE0001030708;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841264;10527528.890889136;5.255071777;5.255071777;36301.85299;-5532.2919956063615;-5532.2919956063615;0.0;0.0;0.0;;11083427.99;10.0;DE0001030708;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;27661.45997803177;RateDelta1bp × shock_bps
60;DE0001030708;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841264;10527528.890889136;5.255071777;5.255071777;36301.85299;-5532.2919956063615;-5532.2919956063615;0.0;0.0;0.0;;11083427.99;10.0;DE0001030708;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;16596.875986819083;SpreadDelta1bp × shock_bps
61;DE0001102341;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.563039221;3175306.1764970818;15.8103206;15.8103206;116449.0169;-5020.260865357905;-5020.260865357905;0.0;0.0;0.0;;3719305.753;10.0;DE0001102341;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;25101.304326789486;RateDelta1bp × shock_bps
62;DE0001102341;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.563039221;3175306.1764970818;15.8103206;15.8103206;116449.0169;-5020.260865357905;-5020.260865357905;0.0;0.0;0.0;;3719305.753;10.0;DE0001102341;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;15060.782596073712;SpreadDelta1bp × shock_bps
63;DE0001102416;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398664;13272051.052382745;1.840183463;1.840183463;7016.319688;-2442.3008866686473;-2442.3008866686473;0.0;0.0;0.0;;13511426.43;10.0;DE0001102416;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;12211.50443334322;RateDelta1bp × shock_bps
64;DE0001102416;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398664;13272051.052382745;1.840183463;1.840183463;7016.319688;-2442.3008866686473;-2442.3008866686473;0.0;0.0;0.0;;13511426.43;10.0;DE0001102416;Gov Spreads;Low risk countries;absolute;bps;0.0;-3.0;-0.0003;Spread vs. swap rate;7326.902660005941;SpreadDelta1bp × shock_bps
65;DE0001102432;300128;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);10000000.0;1.074240506;5866238.399628827;18.89091353;18.89091353;299232.0984;-11081.860235375376;-11081.860235375376;0.0;0.0;0.0;;7096182.192;10.0;DE0001102432;Interest rates;EU Rates;absolute;bps;0.0;-4.999999999999993;-0.0004999999999999993;Parallell shift;55409.3011768768;RateDelta1bp × shock_bps
